Id,AssessmentTaskDefinitionId,AssessmentTaskDefinition.Name,AssessmentIndDefinitionId,AssessmentIndDefinition.Name,AssessmentIndDefinition.Category__c,AssessmentIndDefinition.PHOCSParentId__r.Name,CreatedBy.Name,$$AssessmentTaskDefinition.Name$AssessmentIndDefinition.Name$AssessmentIndDefinition.Category__c$AssessmentIndDefinition.PHOCSParentId__r.Name,AssessmentIndDefinition.$$Name$Category__c
0dtbZ0000002z4yQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7oQAE,Dairy clothing unclean or in poor condition.,Programs and plans,"Personnel Hygiene Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Dairy clothing unclean or in poor condition.;Programs and plans;Personnel Hygiene Program is up to date, being followed and records are maintained.",Dairy clothing unclean or in poor condition.;Programs and plans
0dtbZ0000002z4zQAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7pQAE,Laundering procedures and handling unsatisfactory.,Programs and plans,"Personnel Hygiene Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Laundering procedures and handling unsatisfactory.;Programs and plans;Personnel Hygiene Program is up to date, being followed and records are maintained.",Laundering procedures and handling unsatisfactory.;Programs and plans
0dtbZ0000002z50QAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7qQAE,Footbaths not being used as needed.,Programs and plans,"Personnel Hygiene Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Footbaths not being used as needed.;Programs and plans;Personnel Hygiene Program is up to date, being followed and records are maintained.",Footbaths not being used as needed.;Programs and plans
0dtbZ0000002z51QAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7rQAE,Handwashing not performed when required.,Programs and plans,"Personnel Hygiene Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Handwashing not performed when required.;Programs and plans;Personnel Hygiene Program is up to date, being followed and records are maintained.",Handwashing not performed when required.;Programs and plans
0dtbZ0000002z52QAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7sQAE,"Records absent, missing or not completed in a timely manner.",Programs and plans,"Personnel Hygiene Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Records absent, missing or not completed in a timely manner.;Programs and plans;Personnel Hygiene Program is up to date, being followed and records are maintained.","Records absent, missing or not completed in a timely manner.;Programs and plans"
0dtbZ0000002z53QAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7tQAE,"Program not up to date, absent or not being followed as required.",Programs and plans,"Enhanced Hygiene, Biosecurity, Infection control Programs are up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Program not up to date, absent or not being followed as required.;Programs and plans;Enhanced Hygiene, Biosecurity, Infection control Programs are up to date, being followed and records are maintained.","Program not up to date, absent or not being followed as required.;Programs and plans"
0dtbZ0000002z54QAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7uQAE,May contribute to contamination.,Programs and plans,"Enhanced Hygiene, Biosecurity, Infection control Programs are up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;May contribute to contamination.;Programs and plans;Enhanced Hygiene, Biosecurity, Infection control Programs are up to date, being followed and records are maintained.",May contribute to contamination.;Programs and plans
0dtbZ0000002z55QAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7vQAE,Insufficient corrective actions.,Programs and plans,"Enhanced Hygiene, Biosecurity, Infection control Programs are up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Insufficient corrective actions.;Programs and plans;Enhanced Hygiene, Biosecurity, Infection control Programs are up to date, being followed and records are maintained.",Insufficient corrective actions.;Programs and plans
0dtbZ0000002z56QAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7wQAE,Farm worker access not controlled or working in the dairy plant.,Programs and plans,"Enhanced Hygiene, Biosecurity, Infection control Programs are up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Farm worker access not controlled or working in the dairy plant.;Programs and plans;Enhanced Hygiene, Biosecurity, Infection control Programs are up to date, being followed and records are maintained.",Farm worker access not controlled or working in the dairy plant.;Programs and plans
0dtbZ0000002z57QAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7xQAE,"Records absent, missing or not completed in a timely manner.",Programs and plans,"Enhanced Hygiene, Biosecurity, Infection control Programs are up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Records absent, missing or not completed in a timely manner.;Programs and plans;Enhanced Hygiene, Biosecurity, Infection control Programs are up to date, being followed and records are maintained.","Records absent, missing or not completed in a timely manner.;Programs and plans"
0dtbZ0000002z58QAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7yQAE,"Program not up to date, absent or not being followed as required.",Programs and plans,"Glass breakage Control Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Program not up to date, absent or not being followed as required.;Programs and plans;Glass breakage Control Program is up to date, being followed and records are maintained.","Program not up to date, absent or not being followed as required.;Programs and plans"
0dtbZ0000002z59QAA,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V7zQAE,May contribute to contamination.,Programs and plans,"Glass breakage Control Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;May contribute to contamination.;Programs and plans;Glass breakage Control Program is up to date, being followed and records are maintained.",May contribute to contamination.;Programs and plans
0dtbZ0000002z5AQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V80QAE,Insufficient corrective actions.,Programs and plans,"Glass breakage Control Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Insufficient corrective actions.;Programs and plans;Glass breakage Control Program is up to date, being followed and records are maintained.",Insufficient corrective actions.;Programs and plans
0dtbZ0000002z5BQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V81QAE,"Records absent, missing or not completed in a timely manner.",Programs and plans,"Glass breakage Control Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Records absent, missing or not completed in a timely manner.;Programs and plans;Glass breakage Control Program is up to date, being followed and records are maintained.","Records absent, missing or not completed in a timely manner.;Programs and plans"
0dtbZ0000002z5CQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V82QAE,"Program not up to date, absent or not being followed as required.",Programs and plans,"Product Labelling Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Program not up to date, absent or not being followed as required.;Programs and plans;Product Labelling Program is up to date, being followed and records are maintained.","Program not up to date, absent or not being followed as required.;Programs and plans"
0dtbZ0000002z5DQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V83QAE,Insufficient corrective actions.,Programs and plans,"Product Labelling Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Insufficient corrective actions.;Programs and plans;Product Labelling Program is up to date, being followed and records are maintained.",Insufficient corrective actions.;Programs and plans
0dtbZ0000002z5EQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V84QAE,Allergen warning absent.,Programs and plans,"Product Labelling Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Allergen warning absent.;Programs and plans;Product Labelling Program is up to date, being followed and records are maintained.",Allergen warning absent.;Programs and plans
0dtbZ0000002z5FQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V85QAE,Weight or volume not present.,Programs and plans,"Product Labelling Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Weight or volume not present.;Programs and plans;Product Labelling Program is up to date, being followed and records are maintained.",Weight or volume not present.;Programs and plans
0dtbZ0000002z5GQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V86QAE,Label not meeting minimum requirements.,Programs and plans,"Product Labelling Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Label not meeting minimum requirements.;Programs and plans;Product Labelling Program is up to date, being followed and records are maintained.",Label not meeting minimum requirements.;Programs and plans
0dtbZ0000002z5HQAQ,0Z4bZ0000000HdpSAE,Programs and plans,0eubZ0000000V87QAE,Ingredient list not up to date.,Programs and plans,"Product Labelling Program is up to date, being followed and records are maintained.",Vishwantha Gandloju,"Programs and plans;Ingredient list not up to date.;Programs and plans;Product Labelling Program is up to date, being followed and records are maintained.",Ingredient list not up to date.;Programs and plans
