Id,AssessmentIndDefinitionId,AssessmentIndDefinition.Name,AssessmentIndDefinition.Category__c,AssessmentIndDefinition.PHOCSParentId__r.Name,RegulatoryCodeId,RegulatoryCode.Name,CreatedBy.Name,$$AssessmentIndDefinition.Name$AssessmentIndDefinition.Category__c$AssessmentIndDefinition.PHOCSParentId__r.Name$RegulatoryCode.Name,AssessmentIndDefinition.$$Name$Category__c,RegulatoryCode.$$Name$RegulatoryAuthority.Name
0fMbZ0000000IhnUAE,0eubZ0000000V2HQAU,Bacterial levels in excess of regulatory limit.,Product safety and quality,"Products are free of extraneous water, adulteration and contamination.",0fCbZ0000000G2nUAE,81(1),Chandrahas Bireddy,"Bacterial levels in excess of regulatory limit.;Product safety and quality;Products are free of extraneous water, adulteration and contamination.;81(1)",Bacterial levels in excess of regulatory limit.;Product safety and quality,81(1);Milk Industry Standards Regulation
0fMbZ0000000IhoUAE,0eubZ0000000V2HQAU,Bacterial levels in excess of regulatory limit.,Product safety and quality,"Products are free of extraneous water, adulteration and contamination.",0fCbZ0000000G2oUAE,81(2),Chandrahas Bireddy,"Bacterial levels in excess of regulatory limit.;Product safety and quality;Products are free of extraneous water, adulteration and contamination.;81(2)",Bacterial levels in excess of regulatory limit.;Product safety and quality,81(2);Milk Industry Standards Regulation
0fMbZ0000000IhpUAE,0eubZ0000000V2HQAU,Bacterial levels in excess of regulatory limit.,Product safety and quality,"Products are free of extraneous water, adulteration and contamination.",0fCbZ0000000G2pUAE,81(3),Chandrahas Bireddy,"Bacterial levels in excess of regulatory limit.;Product safety and quality;Products are free of extraneous water, adulteration and contamination.;81(3)",Bacterial levels in excess of regulatory limit.;Product safety and quality,81(3);Milk Industry Standards Regulation
0fMbZ0000000IhqUAE,0eubZ0000000V2HQAU,Bacterial levels in excess of regulatory limit.,Product safety and quality,"Products are free of extraneous water, adulteration and contamination.",0fCbZ0000000G2qUAE,81(4),Chandrahas Bireddy,"Bacterial levels in excess of regulatory limit.;Product safety and quality;Products are free of extraneous water, adulteration and contamination.;81(4)",Bacterial levels in excess of regulatory limit.;Product safety and quality,81(4);Milk Industry Standards Regulation
0fMbZ0000000IhrUAE,0eubZ0000000V2IQAU,"Products processed, stored, or handled in a way that can cause contamination.",Product safety and quality,"Products are free of extraneous water, adulteration and contamination.",0fCbZ0000000G1cUAE,7,Chandrahas Bireddy,"Products processed, stored, or handled in a way that can cause contamination.;Product safety and quality;Products are free of extraneous water, adulteration and contamination.;7","Products processed, stored, or handled in a way that can cause contamination.;Product safety and quality",7;Milk Industry Standards Regulation
0fMbZ0000000IhsUAE,0eubZ0000000V2JQAU,Milk sources are not from prescribed animal(s).,Raw milk receiving,"Milk sources are from prescribed dairy animals (cow, goat, sheep, water buffalo, caribou, horse or reindeer).",0fCbZ0000000G1ZUAU,1.1,Chandrahas Bireddy,"Milk sources are not from prescribed animal(s).;Raw milk receiving;Milk sources are from prescribed dairy animals (cow, goat, sheep, water buffalo, caribou, horse or reindeer).;1.1",Milk sources are not from prescribed animal(s).;Raw milk receiving,1.1;Milk Industry Standards Regulation
0fMbZ0000000IhtUAE,0eubZ0000000V2KQAU,Containers not being adequately cleaned.,Raw milk receiving,Containers used for raw milk and products are cleaned and sanitized at the plant.,0fCbZ0000000G3AUAU,89(1),Chandrahas Bireddy,Containers not being adequately cleaned.;Raw milk receiving;Containers used for raw milk and products are cleaned and sanitized at the plant.;89(1),Containers not being adequately cleaned.;Raw milk receiving,89(1);Milk Industry Standards Regulation
0fMbZ0000000IhuUAE,0eubZ0000000V2LQAU,Containers not being stored in a sanitary manner.,Raw milk receiving,Containers used for raw milk and products are cleaned and sanitized at the plant.,0fCbZ0000000G3AUAU,89(1),Chandrahas Bireddy,Containers not being stored in a sanitary manner.;Raw milk receiving;Containers used for raw milk and products are cleaned and sanitized at the plant.;89(1),Containers not being stored in a sanitary manner.;Raw milk receiving,89(1);Milk Industry Standards Regulation
0fMbZ0000000IhvUAE,0eubZ0000000V2MQAU,Cleaning areas inadequate or not maintained.,Raw milk receiving,Containers used for raw milk and products are cleaned and sanitized at the plant.,0fCbZ0000000G3AUAU,89(1),Chandrahas Bireddy,Cleaning areas inadequate or not maintained.;Raw milk receiving;Containers used for raw milk and products are cleaned and sanitized at the plant.;89(1),Cleaning areas inadequate or not maintained.;Raw milk receiving,89(1);Milk Industry Standards Regulation
0fMbZ0000000IhwUAE,0eubZ0000000V2NQAU,Cleaning equipment not functioning.,Raw milk receiving,Containers used for raw milk and products are cleaned and sanitized at the plant.,0fCbZ0000000G3AUAU,89(1),Chandrahas Bireddy,Cleaning equipment not functioning.;Raw milk receiving;Containers used for raw milk and products are cleaned and sanitized at the plant.;89(1),Cleaning equipment not functioning.;Raw milk receiving,89(1);Milk Industry Standards Regulation
0fMbZ0000000IhxUAE,0eubZ0000000V2OQAU,Sanitation program not being followed.,Raw milk receiving,Containers used for raw milk and products are cleaned and sanitized at the plant.,0fCbZ0000000G3AUAU,89(1),Chandrahas Bireddy,Sanitation program not being followed.;Raw milk receiving;Containers used for raw milk and products are cleaned and sanitized at the plant.;89(1),Sanitation program not being followed.;Raw milk receiving,89(1);Milk Industry Standards Regulation
0fMbZ0000000IhyUAE,0eubZ0000000V2PQAU,Chemical concentration of cleaning and sanitizing products incorrect.,Raw milk receiving,Containers used for raw milk and products are cleaned and sanitized at the plant.,0fCbZ0000000G3AUAU,89(1),Chandrahas Bireddy,Chemical concentration of cleaning and sanitizing products incorrect.;Raw milk receiving;Containers used for raw milk and products are cleaned and sanitized at the plant.;89(1),Chemical concentration of cleaning and sanitizing products incorrect.;Raw milk receiving,89(1);Milk Industry Standards Regulation
0fMbZ0000000IhzUAE,0eubZ0000000V2QQAU,Tank truck cleaning insufficient or inadequate.,Raw milk receiving,Raw milk trucks are cleaned and sanitized at the dairy plant.,0fCbZ0000000G3BUAU,89(2),Chandrahas Bireddy,Tank truck cleaning insufficient or inadequate.;Raw milk receiving;Raw milk trucks are cleaned and sanitized at the dairy plant.;89(2),Tank truck cleaning insufficient or inadequate.;Raw milk receiving,89(2);Milk Industry Standards Regulation
0fMbZ0000000Ii0UAE,0eubZ0000000V2QQAU,Tank truck cleaning insufficient or inadequate.,Raw milk receiving,Raw milk trucks are cleaned and sanitized at the dairy plant.,0fCbZ0000000G3CUAU,89(3),Chandrahas Bireddy,Tank truck cleaning insufficient or inadequate.;Raw milk receiving;Raw milk trucks are cleaned and sanitized at the dairy plant.;89(3),Tank truck cleaning insufficient or inadequate.;Raw milk receiving,89(3);Milk Industry Standards Regulation
0fMbZ0000000Ii1UAE,0eubZ0000000V2RQAU,Cleaning system not operating properly.,Raw milk receiving,Raw milk trucks are cleaned and sanitized at the dairy plant.,0fCbZ0000000G3BUAU,89(2),Chandrahas Bireddy,Cleaning system not operating properly.;Raw milk receiving;Raw milk trucks are cleaned and sanitized at the dairy plant.;89(2),Cleaning system not operating properly.;Raw milk receiving,89(2);Milk Industry Standards Regulation
0fMbZ0000000Ii2UAE,0eubZ0000000V2RQAU,Cleaning system not operating properly.,Raw milk receiving,Raw milk trucks are cleaned and sanitized at the dairy plant.,0fCbZ0000000G3CUAU,89(3),Chandrahas Bireddy,Cleaning system not operating properly.;Raw milk receiving;Raw milk trucks are cleaned and sanitized at the dairy plant.;89(3),Cleaning system not operating properly.;Raw milk receiving,89(3);Milk Industry Standards Regulation
0fMbZ0000000Ii3UAE,0eubZ0000000V2OQAU,Sanitation program not being followed.,Raw milk receiving,Containers used for raw milk and products are cleaned and sanitized at the plant.,0fCbZ0000000G3BUAU,89(2),Chandrahas Bireddy,Sanitation program not being followed.;Raw milk receiving;Containers used for raw milk and products are cleaned and sanitized at the plant.;89(2),Sanitation program not being followed.;Raw milk receiving,89(2);Milk Industry Standards Regulation
0fMbZ0000000Ii4UAE,0eubZ0000000V2OQAU,Sanitation program not being followed.,Raw milk receiving,Containers used for raw milk and products are cleaned and sanitized at the plant.,0fCbZ0000000G3CUAU,89(3),Chandrahas Bireddy,Sanitation program not being followed.;Raw milk receiving;Containers used for raw milk and products are cleaned and sanitized at the plant.;89(3),Sanitation program not being followed.;Raw milk receiving,89(3);Milk Industry Standards Regulation
0fMbZ0000000Ii5UAE,0eubZ0000000V2TQAU,Hoses and pumps not rinsed out as required.,Raw milk receiving,Raw milk receiving hoses and pumps are being rinsed after every delivery at the plant.,0fCbZ0000000G3CUAU,89(3),Chandrahas Bireddy,Hoses and pumps not rinsed out as required.;Raw milk receiving;Raw milk receiving hoses and pumps are being rinsed after every delivery at the plant.;89(3),Hoses and pumps not rinsed out as required.;Raw milk receiving,89(3);Milk Industry Standards Regulation
0fMbZ0000000Ii6UAE,0eubZ0000000V2MQAU,Cleaning areas inadequate or not maintained.,Raw milk receiving,Containers used for raw milk and products are cleaned and sanitized at the plant.,0fCbZ0000000G3CUAU,89(3),Chandrahas Bireddy,Cleaning areas inadequate or not maintained.;Raw milk receiving;Containers used for raw milk and products are cleaned and sanitized at the plant.;89(3),Cleaning areas inadequate or not maintained.;Raw milk receiving,89(3);Milk Industry Standards Regulation
0fMbZ0000000Ii7UAE,0eubZ0000000V2VQAU,Spills not cleaned up.,Raw milk receiving,Raw milk receiving hoses and pumps are being rinsed after every delivery at the plant.,0fCbZ0000000G3CUAU,89(3),Chandrahas Bireddy,Spills not cleaned up.;Raw milk receiving;Raw milk receiving hoses and pumps are being rinsed after every delivery at the plant.;89(3),Spills not cleaned up.;Raw milk receiving,89(3);Milk Industry Standards Regulation
0fMbZ0000000Ii8UAE,0eubZ0000000V2WQAU,Milk filter missing or not used.,Raw milk receiving,All milk has been filtered or clarified prior to pasteurization.,0fCbZ0000000G22UAE,94,Chandrahas Bireddy,Milk filter missing or not used.;Raw milk receiving;All milk has been filtered or clarified prior to pasteurization.;94,Milk filter missing or not used.;Raw milk receiving,94;Milk Industry Standards Regulation
0fMbZ0000000Ii9UAE,0eubZ0000000V2XQAU,Milk filter not operating as required.,Raw milk receiving,All milk has been filtered or clarified prior to pasteurization.,0fCbZ0000000G22UAE,94,Chandrahas Bireddy,Milk filter not operating as required.;Raw milk receiving;All milk has been filtered or clarified prior to pasteurization.;94,Milk filter not operating as required.;Raw milk receiving,94;Milk Industry Standards Regulation
0fMbZ0000000IiAUAU,0eubZ0000000V2YQAU,Incomplete or inaccurate records.,Raw milk receiving,All relevant records pertaining to the milk and cream supplied to the plant are available at the dairy plant.,0fCbZ0000000G1lUAE,51,Chandrahas Bireddy,Incomplete or inaccurate records.;Raw milk receiving;All relevant records pertaining to the milk and cream supplied to the plant are available at the dairy plant.;51,Incomplete or inaccurate records.;Raw milk receiving,51;Milk Industry Standards Regulation
0fMbZ0000000IiBUAU,0eubZ0000000V2ZQAU,Records not available upon request.,Raw milk receiving,All relevant records pertaining to the milk and cream supplied to the plant are available at the dairy plant.,0fCbZ0000000G1lUAE,51,Chandrahas Bireddy,Records not available upon request.;Raw milk receiving;All relevant records pertaining to the milk and cream supplied to the plant are available at the dairy plant.;51,Records not available upon request.;Raw milk receiving,51;Milk Industry Standards Regulation
0fMbZ0000000IiCUAU,0eubZ0000000V2aQAE,Milk cooling ineffective or not working.,Raw milk receiving,Raw milk is not stored longer than 2 hours before pasteurization unless it is constantly stored above 0°C but below 4°C.,0fCbZ0000000G25UAE,97,Chandrahas Bireddy,Milk cooling ineffective or not working.;Raw milk receiving;Raw milk is not stored longer than 2 hours before pasteurization unless it is constantly stored above 0°C but below 4°C.;97,Milk cooling ineffective or not working.;Raw milk receiving,97;Milk Industry Standards Regulation
0fMbZ0000000IiDUAU,0eubZ0000000V2bQAE,Milk stored outside of permitted temperature range for over two hours.,Raw milk receiving,Raw milk is not stored longer than 2 hours before pasteurization unless it is constantly stored above 0°C but below 4°C.,0fCbZ0000000G25UAE,97,Chandrahas Bireddy,Milk stored outside of permitted temperature range for over two hours.;Raw milk receiving;Raw milk is not stored longer than 2 hours before pasteurization unless it is constantly stored above 0°C but below 4°C.;97,Milk stored outside of permitted temperature range for over two hours.;Raw milk receiving,97;Milk Industry Standards Regulation
0fMbZ0000000IiEUAU,0eubZ0000000V2cQAE,Temperature not monitored or records not available.,Raw milk receiving,Raw milk is not stored longer than 2 hours before pasteurization unless it is constantly stored above 0°C but below 4°C.,0fCbZ0000000G25UAE,97,Chandrahas Bireddy,Temperature not monitored or records not available.;Raw milk receiving;Raw milk is not stored longer than 2 hours before pasteurization unless it is constantly stored above 0°C but below 4°C.;97,Temperature not monitored or records not available.;Raw milk receiving,97;Milk Industry Standards Regulation
0fMbZ0000000IiFUAU,0eubZ0000000V2dQAE,Temperature not monitored according to approved plans and procedures.,Raw milk receiving,Raw milk is not stored longer than 2 hours before pasteurization unless it is constantly stored above 0°C but below 4°C.,0fCbZ0000000G25UAE,97,Chandrahas Bireddy,Temperature not monitored according to approved plans and procedures.;Raw milk receiving;Raw milk is not stored longer than 2 hours before pasteurization unless it is constantly stored above 0°C but below 4°C.;97,Temperature not monitored according to approved plans and procedures.;Raw milk receiving,97;Milk Industry Standards Regulation
