AssessmentIndDefinitionId,Errors,ExternalId__c,Id,RegulatoryCodeId
0euAq0000000UmzIAE,,S 64.1.b ,0fMAq0000000EezMAE,0fCAq0000000FG5MAM
0euAq0000000Un0IAE,,S 64.2 ,0fMAq0000000Ef0MAE,0fCAq0000000FG6MAM
0euAq0000000Un1IAE,,S 64.3 ,0fMAq0000000Ef1MAE,0fCAq0000000FG7MAM
0euAq0000000Un2IAE,,S 64.4.a ,0fMAq0000000Ef2MAE,0fCAq0000000FG8MAM
0euAq0000000Un3IAE,,S 64.4.b ,0fMAq0000000Ef3MAE,0fCAq0000000FG9MAM
0euAq0000000Un4IAE,,S 65.1.a.i ,0fMAq0000000Ef4MAE,0fCAq0000000FGAMA2
0euAq0000000Un5IAE,,S 65.1.a.ii ,0fMAq0000000Ef5MAE,0fCAq0000000FGBMA2
0euAq0000000Un6IAE,,S 65.1.b ,0fMAq0000000Ef6MAE,0fCAq0000000FGCMA2
0euAq0000000Un7IAE,,S 65.1.c ,0fMAq0000000Ef7MAE,0fCAq0000000FGDMA2
0euAq0000000Un8IAE,,S 65.1.d.i ,0fMAq0000000Ef8MAE,0fCAq0000000FGEMA2
0euAq0000000Un9IAE,,S 65.1.d.ii ,0fMAq0000000Ef9MAE,0fCAq0000000FGFMA2
0euAq0000000UnAIAU,,S 65.1.d.iii ,0fMAq0000000EfAMAU,0fCAq0000000FGGMA2
0euAq0000000UnBIAU,,S 66.1 ,0fMAq0000000EfBMAU,0fCAq0000000FGHMA2
0euAq0000000UnCIAU,,S 67.1.a ,0fMAq0000000EfCMAU,0fCAq0000000FGIMA2
0euAq0000000UnDIAU,,S 67.1.b ,0fMAq0000000EfDMAU,0fCAq0000000FGJMA2
0euAq0000000UnEIAU,,S 67.2.a ,0fMAq0000000EfEMAU,0fCAq0000000FGKMA2
0euAq0000000UnFIAU,,S 67.2.b ,0fMAq0000000EfFMAU,0fCAq0000000FGLMA2
0euAq0000000UnGIAU,,S 67.2.c.i ,0fMAq0000000EfGMAU,0fCAq0000000FGMMA2
0euAq0000000UnHIAU,,S 67.2.c.ii ,0fMAq0000000EfHMAU,0fCAq0000000FGNMA2
0euAq0000000UnIIAU,,S 68.1.a ,0fMAq0000000EfIMAU,0fCAq0000000FGOMA2
0euAq0000000UnJIAU,,S 68.1.b ,0fMAq0000000EfJMAU,0fCAq0000000FGPMA2
0euAq0000000UnKIAU,,S 68.2 ,0fMAq0000000EfKMAU,0fCAq0000000FGQMA2
0euAq0000000UnLIAU,,S 69.1 ,0fMAq0000000EfLMAU,0fCAq0000000FGRMA2
0euAq0000000UnMIAU,,S 69.2.a.i ,0fMAq0000000EfMMAU,0fCAq0000000FGSMA2
0euAq0000000UnNIAU,,S 69.2.a.ii ,0fMAq0000000EfNMAU,0fCAq0000000FGTMA2
0euAq0000000UnOIAU,,S 69.2.b ,0fMAq0000000EfOMAU,0fCAq0000000FGUMA2
0euAq0000000UnPIAU,,S 69.2.c ,0fMAq0000000EfPMAU,0fCAq0000000FGVMA2
0euAq0000000UnQIAU,,S 69.3 ,0fMAq0000000EfQMAU,0fCAq0000000FGWMA2
0euAq0000000UnRIAU,,S 70.1.a ,0fMAq0000000EfRMAU,0fCAq0000000FGXMA2
0euAq0000000UnSIAU,,S 70.1.b ,0fMAq0000000EfSMAU,0fCAq0000000FGYMA2
0euAq0000000UnTIAU,,S 70.1.c ,0fMAq0000000EfTMAU,0fCAq0000000FGZMA2
0euAq0000000UnUIAU,,S 70.2.a ,0fMAq0000000EfUMAU,0fCAq0000000FGaMAM
0euAq0000000UnVIAU,,S 70.2.b ,0fMAq0000000EfVMAU,0fCAq0000000FGbMAM
0euAq0000000UnWIAU,,S 70.3 ,0fMAq0000000EfWMAU,0fCAq0000000FGcMAM
0euAq0000000UnXIAU,,S 71.1 ,0fMAq0000000EfXMAU,0fCAq0000000FGdMAM
0euAq0000000UnYIAU,,S 71.2 ,0fMAq0000000EfYMAU,0fCAq0000000FGeMAM
0euAq0000000UnZIAU,,S 71.3 ,0fMAq0000000EfZMAU,0fCAq0000000FGfMAM
0euAq0000000UnaIAE,,S 72.1.a ,0fMAq0000000EfaMAE,0fCAq0000000FGgMAM
0euAq0000000UnbIAE,,S 72.1.b ,0fMAq0000000EfbMAE,0fCAq0000000FGhMAM
0euAq0000000UncIAE,,S 72.1.c ,0fMAq0000000EfcMAE,0fCAq0000000FGiMAM
0euAq0000000UndIAE,,S 72.2.a.i ,0fMAq0000000EfdMAE,0fCAq0000000FGjMAM
0euAq0000000UneIAE,,S 72.2.a.ii ,0fMAq0000000EfeMAE,0fCAq0000000FGkMAM
0euAq0000000UnfIAE,,S 72.2.a.iii ,0fMAq0000000EffMAE,0fCAq0000000FGlMAM
0euAq0000000UngIAE,,S 72.2.b ,0fMAq0000000EfgMAE,0fCAq0000000FGmMAM
0euAq0000000UnhIAE,,S 72.2.c ,0fMAq0000000EfhMAE,0fCAq0000000FGnMAM
0euAq0000000UniIAE,,S 72.2.d ,0fMAq0000000EfiMAE,0fCAq0000000FGoMAM
0euAq0000000UnjIAE,,S 73.1.a ,0fMAq0000000EfjMAE,0fCAq0000000FGpMAM
0euAq0000000UnkIAE,,S 73.1.b ,0fMAq0000000EfkMAE,0fCAq0000000FGqMAM
0euAq0000000UnlIAE,,S 73.1.c ,0fMAq0000000EflMAE,0fCAq0000000FGrMAM
0euAq0000000UnmIAE,,S 73.1.d ,0fMAq0000000EfmMAE,0fCAq0000000FGsMAM
0euAq0000000UnnIAE,,S 73.2 ,0fMAq0000000EfnMAE,0fCAq0000000FGtMAM
0euAq0000000UnoIAE,,S 74.a ,0fMAq0000000EfoMAE,0fCAq0000000FGuMAM
0euAq0000000UnpIAE,,S.74.b ,0fMAq0000000EfpMAE,0fCAq0000000FGvMAM
0euAq0000000UnqIAE,,S. 75.  ,0fMAq0000000EfqMAE,0fCAq0000000FGwMAM
0euAq0000000UnrIAE,,S. 76.a ,0fMAq0000000EfrMAE,0fCAq0000000FGxMAM
0euAq0000000UnsIAE,,S. 76.b ,0fMAq0000000EfsMAE,0fCAq0000000FGyMAM
0euAq0000000UntIAE,,S. 76.c ,0fMAq0000000EftMAE,0fCAq0000000FGzMAM
0euAq0000000UnuIAE,,S. 76.d ,0fMAq0000000EfuMAE,0fCAq0000000FH0MAM
0euAq0000000UnvIAE,,S. 76.e ,0fMAq0000000EfvMAE,0fCAq0000000FH1MAM
0euAq0000000UnwIAE,,S. 76.f ,0fMAq0000000EfwMAE,0fCAq0000000FH2MAM
0euAq0000000UnxIAE,,S.77.a.i ,0fMAq0000000EfxMAE,0fCAq0000000FH3MAM
0euAq0000000UnyIAE,,S.77.a.ii ,0fMAq0000000EfyMAE,0fCAq0000000FH4MAM
0euAq0000000UnzIAE,,S.77.a.iii ,0fMAq0000000EfzMAE,0fCAq0000000FH5MAM
0euAq0000000Uo0IAE,,S. 77. b ,0fMAq0000000Eg0MAE,0fCAq0000000FH6MAM
0euAq0000000Uo1IAE,,S. 78. 1 ,0fMAq0000000Eg1MAE,0fCAq0000000FH7MAM
0euAq0000000Uo2IAE,,S. 78. 2 ,0fMAq0000000Eg2MAE,0fCAq0000000FH8MAM
0euAq0000000Uo3IAE,,S. 78. 3.a ,0fMAq0000000Eg3MAE,0fCAq0000000FH9MAM
0euAq0000000Uo4IAE,,S. 78. 3.b  ,0fMAq0000000Eg4MAE,0fCAq0000000FHAMA2
0euAq0000000Uo5IAE,,S. 78. 4 ,0fMAq0000000Eg5MAE,0fCAq0000000FHBMA2
0euAq0000000Uo6IAE,,S. 79 ,0fMAq0000000Eg6MAE,0fCAq0000000FHCMA2
0euAq0000000Uo7IAE,,S.31.1. Schedule C. 1.a ,0fMAq0000000Eg7MAE,0fCAq0000000FHDMA2
0euAq0000000Uo8IAE,,S.31.1. Schedule C. 1.b ,0fMAq0000000Eg8MAE,0fCAq0000000FHEMA2
0euAq0000000Uo9IAE,,S.31.1. Schedule C. 1.c ,0fMAq0000000Eg9MAE,0fCAq0000000FHFMA2
0euAq0000000UoAIAU,,S.31.1. Schedule C. 1.d ,0fMAq0000000EgAMAU,0fCAq0000000FHGMA2
0euAq0000000UoBIAU,,S.31.1. Schedule C. 2.a ,0fMAq0000000EgBMAU,0fCAq0000000FHHMA2
0euAq0000000UoCIAU,,S.31.1. Schedule C. 2.b ,0fMAq0000000EgCMAU,0fCAq0000000FHIMA2
0euAq0000000UoDIAU,,S.31.1. Schedule C. 3.a ,0fMAq0000000EgDMAU,0fCAq0000000FHJMA2
0euAq0000000UoEIAU,,S.31.1. Schedule C. 3.b ,0fMAq0000000EgEMAU,0fCAq0000000FHKMA2
0euAq0000000UoFIAU,,S.31.1. Schedule C. 3.c ,0fMAq0000000EgFMAU,0fCAq0000000FHLMA2
0euAq0000000UoGIAU,,S.31.1. Schedule C. 3.d ,0fMAq0000000EgGMAU,0fCAq0000000FHMMA2
0euAq0000000UoHIAU,,S.31.1. Schedule C. 3.e ,0fMAq0000000EgHMAU,0fCAq0000000FHNMA2
0euAq0000000UoIIAU,,S.31.1. Schedule C. 3.f ,0fMAq0000000EgIMAU,0fCAq0000000FHOMA2
0euAq0000000UoJIAU,,S.31.1. Schedule C. 3.g ,0fMAq0000000EgJMAU,0fCAq0000000FHPMA2
0euAq0000000UoKIAU,,S.31.1. Schedule C. 3.h ,0fMAq0000000EgKMAU,0fCAq0000000FHQMA2
0euAq0000000UoLIAU,,S.31.1.Schedule C. 3.i ,0fMAq0000000EgLMAU,0fCAq0000000FHRMA2
0euAq0000000UoMIAU,,S.31.1. Schedule C. 4.a ,0fMAq0000000EgMMAU,0fCAq0000000FHSMA2
0euAq0000000UoNIAU,,S.31.1. Schedule C. 4.b ,0fMAq0000000EgNMAU,0fCAq0000000FHTMA2
0euAq0000000UoOIAU,,S.31.1. Schedule C. 4.c ,0fMAq0000000EgOMAU,0fCAq0000000FHUMA2
0euAq0000000UoPIAU,,S.31.1. Schedule C. 4.d ,0fMAq0000000EgPMAU,0fCAq0000000FHVMA2
0euAq0000000UoQIAU,,S.31.1. Schedule C. 4.e ,0fMAq0000000EgQMAU,0fCAq0000000FHWMA2
0euAq0000000UoRIAU,,S.31.1. Schedule C. 4.f ,0fMAq0000000EgRMAU,0fCAq0000000FHXMA2
0euAq0000000UoSIAU,,S.31.1. Schedule C. 5.a ,0fMAq0000000EgSMAU,0fCAq0000000FHYMA2
0euAq0000000UoTIAU,,S.31.1. Schedule C. 5.b ,0fMAq0000000EgTMAU,0fCAq0000000FHZMA2
0euAq0000000UoUIAU,,S.31.1. Schedule C. 5.c ,0fMAq0000000EgUMAU,0fCAq0000000FHaMAM
0euAq0000000UoVIAU,,S.31.1. Schedule C. 6. a ,0fMAq0000000EgVMAU,0fCAq0000000FHbMAM
0euAq0000000UoWIAU,,S.31.1. Schedule C. 6.b.i ,0fMAq0000000EgWMAU,0fCAq0000000FHcMAM
0euAq0000000UoXIAU,,S.31.1. Schedule C. 6.b.ii ,0fMAq0000000EgXMAU,0fCAq0000000FHdMAM
0euAq0000000UoYIAU,,S.31.1. Schedule C. 6.c ,0fMAq0000000EgYMAU,0fCAq0000000FHeMAM
0euAq0000000UoZIAU,,S.33.1.a. Schedule D.1 ,0fMAq0000000EgZMAU,0fCAq0000000FHfMAM
0euAq0000000UoaIAE,,S.33.1.a. Schedule D.2 ,0fMAq0000000EgaMAE,0fCAq0000000FHgMAM
0euAq0000000UobIAE,,S.33.1.a. Schedule D. 1 ,0fMAq0000000EgbMAE,0fCAq0000000FHhMAM
0euAq0000000UocIAE,,S.33.1.a. Schedule D. 2 ,0fMAq0000000EgcMAE,0fCAq0000000FHiMAM
0euAq0000000UodIAE,,S.33.1.a. Schedule D. 3 ,0fMAq0000000EgdMAE,0fCAq0000000FHjMAM
0euAq0000000UoeIAE,,S.33.1.a. Schedule D. 4 ,0fMAq0000000EgeMAE,0fCAq0000000FHkMAM
0euAq0000000UofIAE,,S.51. Schedule E - aggression between residents,0fMAq0000000EgfMAE,0fCAq0000000FHlMAM
0euAq0000000UogIAE,,S.51. Schedule E - aggressive or unusual behaviour,0fMAq0000000EggMAE,0fCAq0000000FHmMAM
0euAq0000000UohIAE,,S.51. Schedule E - attempted suicide,0fMAq0000000EghMAE,0fCAq0000000FHnMAM
0euAq0000000UoiIAE,,S.51. Schedule E - choking,0fMAq0000000EgiMAE,0fCAq0000000FHoMAM
0euAq0000000UojIAE,,S.51. Schedule E - death,0fMAq0000000EgjMAE,0fCAq0000000FHpMAM
0euAq0000000UokIAE,,S.51. Schedule E - disease outbreak or occurrence,0fMAq0000000EgkMAE,0fCAq0000000FHqMAM
0euAq0000000UolIAE,,S.51. Schedule E - emotional abuse,0fMAq0000000EglMAE,0fCAq0000000FHrMAM
0euAq0000000UomIAE,,S.51. Schedule E - fall,0fMAq0000000EgmMAE,0fCAq0000000FHsMAM
0euAq0000000UonIAE,,S.51. Schedule E - financial abuse,0fMAq0000000EgnMAE,0fCAq0000000FHtMAM
0euAq0000000UooIAE,,S.51. Schedule E - food poisoning,0fMAq0000000EgoMAE,0fCAq0000000FHuMAM
0euAq0000000UopIAE,,S.51. Schedule E - medication error,0fMAq0000000EgpMAE,0fCAq0000000FHvMAM
0euAq0000000UoqIAE,,S.51. Schedule E - missing person,0fMAq0000000EgqMAE,0fCAq0000000FHwMAM
0euAq0000000UorIAE,,S.51. Schedule E - motor vehicle injury,0fMAq0000000EgrMAE,0fCAq0000000FHxMAM
0euAq0000000UosIAE,,S.51. Schedule E - neglect,0fMAq0000000EgsMAE,0fCAq0000000FHyMAM
0euAq0000000UotIAE,,S.51. Schedule E - other injury,0fMAq0000000EgtMAE,0fCAq0000000FHzMAM
0euAq0000000UouIAE,,S.51. Schedule E - overdose,0fMAq0000000EguMAE,0fCAq0000000FI0MAM
0euAq0000000UovIAE,,S.51. Schedule E - physical abuse,0fMAq0000000EgvMAE,0fCAq0000000FI1MAM
0euAq0000000UowIAE,,S.51. Schedule E - poisoning,0fMAq0000000EgwMAE,0fCAq0000000FI2MAM
0euAq0000000UoxIAE,,S.51. Schedule E - police call,0fMAq0000000EgxMAE,0fCAq0000000FI3MAM
0euAq0000000UoyIAE,,S.51. Schedule E - service delivery problem,0fMAq0000000EgyMAE,0fCAq0000000FI4MAM
0euAq0000000UozIAE,,S.51. Schedule E - sexual abuse,0fMAq0000000EgzMAE,0fCAq0000000FI5MAM
0euAq0000000Up0IAE,,S.51. Schedule E - unexpected illness,0fMAq0000000Eh0MAE,0fCAq0000000FI6MAM
