Id,Name,Category__c,DataType,Criticality__c,InspectionQuestiontype__c,PHOCSParentId__c,PHOCSParentId__r.Name,RecordType.DeveloperName,CreatedBy.Name,$$Name$Category__c$PHOCSParentId__r.Name,PHOCSParentId__r.$$Name$Category__c$PHOCSParentId__r.Name
0eubZ0000000VyuQAE,Clients are not provided with written and verbal aftercare instructions.,General Requirements,Boolean,Non-critical,,0eubZ0000000VzzQAE,Adequate infection control measures are implemented.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Clients are not provided with written and verbal aftercare instructions.;General Requirements;Adequate infection control measures are implemented.,Adequate infection control measures are implemented.;General Requirements
0eubZ0000000VytQAE,The tattoo area is not covered with a clean and non-stick dressing.,General Requirements,Boolean,Non-critical,,0eubZ0000000VzzQAE,Adequate infection control measures are implemented.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The tattoo area is not covered with a clean and non-stick dressing.;General Requirements;Adequate infection control measures are implemented.,Adequate infection control measures are implemented.;General Requirements
0eubZ0000000VysQAE,Sharps are not disposed of in an appropriate manner.,General Requirements,Boolean,Non-critical,,0eubZ0000000VzzQAE,Adequate infection control measures are implemented.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Sharps are not disposed of in an appropriate manner.;General Requirements;Adequate infection control measures are implemented.,Adequate infection control measures are implemented.;General Requirements
0eubZ0000000VyrQAE,Products are not dispensed in a manner to prevent contamination of bulk supplies.,General Requirements,Boolean,Non-critical,,0eubZ0000000VzzQAE,Adequate infection control measures are implemented.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Products are not dispensed in a manner to prevent contamination of bulk supplies.;General Requirements;Adequate infection control measures are implemented.,Adequate infection control measures are implemented.;General Requirements
0eubZ0000000VyqQAE,Client's skin is not cleaned and disinfected with antiseptic before procedure.,General Requirements,Boolean,Non-critical,,0eubZ0000000VzzQAE,Adequate infection control measures are implemented.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Client's skin is not cleaned and disinfected with antiseptic before procedure.;General Requirements;Adequate infection control measures are implemented.,Adequate infection control measures are implemented.;General Requirements
0eubZ0000000VypQAE,"Sterilized, single use, pre-sterilized equipment is compromised or expired and still in use.",General Requirements,Boolean,Non-critical,,0eubZ0000000VzzQAE,Adequate infection control measures are implemented.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Sterilized, single use, pre-sterilized equipment is compromised or expired and still in use.;General Requirements;Adequate infection control measures are implemented.",Adequate infection control measures are implemented.;General Requirements
0eubZ0000000VyoQAE,Wax is not dispensed in a way that prevents contaminating the remaining portion.,General Requirements,Boolean,Non-critical,,0eubZ0000000VzzQAE,Adequate infection control measures are implemented.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Wax is not dispensed in a way that prevents contaminating the remaining portion.;General Requirements;Adequate infection control measures are implemented.,Adequate infection control measures are implemented.;General Requirements
0eubZ0000000VynQAE,Client's skin is not cleaned and disinfected with a skin antiseptic prior to waxing.,General Requirements,Boolean,Non-critical,,0eubZ0000000VzzQAE,Adequate infection control measures are implemented.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Client's skin is not cleaned and disinfected with a skin antiseptic prior to waxing.;General Requirements;Adequate infection control measures are implemented.,Adequate infection control measures are implemented.;General Requirements
0eubZ0000000VymQAE,"Client's skin is not examined prior to waxing (do not wax broken, infected or irritated skin).",General Requirements,Boolean,Non-critical,,0eubZ0000000VzzQAE,Adequate infection control measures are implemented.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Client's skin is not examined prior to waxing (do not wax broken, infected or irritated skin).;General Requirements;Adequate infection control measures are implemented.",Adequate infection control measures are implemented.;General Requirements
0eubZ0000000VylQAE,Gloves are not worn and changed between clients or as needed.,General Requirements,Boolean,Non-critical,,0eubZ0000000VzzQAE,Adequate infection control measures are implemented.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Gloves are not worn and changed between clients or as needed.;General Requirements;Adequate infection control measures are implemented.,Adequate infection control measures are implemented.;General Requirements
0eubZ0000000VykQAE,Disinfectant is expired and/or not used as per manufacturer's instructions.,General Requirements,Boolean,Non-critical,,0eubZ0000000VzzQAE,Adequate infection control measures are implemented.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Disinfectant is expired and/or not used as per manufacturer's instructions.;General Requirements;Adequate infection control measures are implemented.,Adequate infection control measures are implemented.;General Requirements
0eubZ0000000VyjQAE,Single use instruments are not discarded after each client.,General Requirements,Boolean,Non-critical,,0eubZ0000000VzzQAE,Adequate infection control measures are implemented.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Single use instruments are not discarded after each client.;General Requirements;Adequate infection control measures are implemented.,Adequate infection control measures are implemented.;General Requirements
0eubZ0000000Vz9QAE,Piercing guns are used for body piercing.,General Requirements,Boolean,Non-critical,,0eubZ0000000VzzQAE,Adequate infection control measures are implemented.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Piercing guns are used for body piercing.;General Requirements;Adequate infection control measures are implemented.,Adequate infection control measures are implemented.;General Requirements
0eubZ0000000VyhQAE,Hands are not washed before and after each client/treatment/wearing gloves.,General Requirements,Boolean,Non-critical,,0eubZ0000000VzzQAE,Adequate infection control measures are implemented.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Hands are not washed before and after each client/treatment/wearing gloves.;General Requirements;Adequate infection control measures are implemented.,Adequate infection control measures are implemented.;General Requirements
0eubZ0000000VyiQAE,"Reusable instruments are not cleaned with soap and water, then disinfected at the appropriate level.",General Requirements,Boolean,Non-critical,,0eubZ0000000VzzQAE,Adequate infection control measures are implemented.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Reusable instruments are not cleaned with soap and water, then disinfected at the appropriate level.;General Requirements;Adequate infection control measures are implemented.",Adequate infection control measures are implemented.;General Requirements
0eubZ0000000VzAQAU,Skin is not cleansed with soap and swabbed with an antiseptic before piercing.,General Requirements,Boolean,Non-critical,,0eubZ0000000VzzQAE,Adequate infection control measures are implemented.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Skin is not cleansed with soap and swabbed with an antiseptic before piercing.;General Requirements;Adequate infection control measures are implemented.,Adequate infection control measures are implemented.;General Requirements
0eubZ0000000VzBQAU,Disposable products are not stored in closeable clean containers and not removed with sterile forceps or a fresh pair of gloves.,General Requirements,Boolean,Non-critical,,0eubZ0000000VzzQAE,Adequate infection control measures are implemented.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Disposable products are not stored in closeable clean containers and not removed with sterile forceps or a fresh pair of gloves.;General Requirements;Adequate infection control measures are implemented.,Adequate infection control measures are implemented.;General Requirements
0eubZ0000000VzCQAU,"Jewelry used could be allergenic (i.e. stainless steel, 14 or 18 carat gold, niobium or titanium).",General Requirements,Boolean,Non-critical,,0eubZ0000000VzzQAE,Adequate infection control measures are implemented.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Jewelry used could be allergenic (i.e. stainless steel, 14 or 18 carat gold, niobium or titanium).;General Requirements;Adequate infection control measures are implemented.",Adequate infection control measures are implemented.;General Requirements
0eubZ0000000VzIQAU,The operator and/or staff are not immunized against Hepatitis B & Tetanus (recommended).,General Requirements,Boolean,Non-critical,,0eubZ0000000W00QAE,Adequate personal hygiene is practiced.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The operator and/or staff are not immunized against Hepatitis B & Tetanus (recommended).;General Requirements;Adequate personal hygiene is practiced.,Adequate personal hygiene is practiced.;General Requirements
0eubZ0000000VzHQAU,The operator and/or staff are not wearing clean outer garments.,General Requirements,Boolean,Non-critical,,0eubZ0000000W00QAE,Adequate personal hygiene is practiced.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The operator and/or staff are not wearing clean outer garments.;General Requirements;Adequate personal hygiene is practiced.,Adequate personal hygiene is practiced.;General Requirements
0eubZ0000000W9ZQAU,Clients are not provided with UV radiation safety eyewear which covers the eyes securely.,Tanning,Boolean,Non-critical,,0eubZ0000000W6LQAU,Protective eyewear is adequately maintained.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Clients are not provided with UV radiation safety eyewear which covers the eyes securely.;Tanning;Protective eyewear is adequately maintained.,Protective eyewear is adequately maintained.;Tanning
0eubZ0000000W9aQAE,Clients wearing protective eyewear are unable to see through them enough to read the labels and operate the controls on the tanning equipment.,Tanning,Boolean,Non-critical,,0eubZ0000000W6LQAU,Protective eyewear is adequately maintained.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Clients wearing protective eyewear are unable to see through them enough to read the labels and operate the controls on the tanning equipment.;Tanning;Protective eyewear is adequately maintained.,Protective eyewear is adequately maintained.;Tanning
0eubZ0000000W9bQAE,Protective eyewear is not adequate for tanning equipment.,Tanning,Boolean,Non-critical,,0eubZ0000000W6LQAU,Protective eyewear is adequately maintained.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Protective eyewear is not adequate for tanning equipment.;Tanning;Protective eyewear is adequately maintained.,Protective eyewear is adequately maintained.;Tanning
0eubZ0000000W9cQAE,UV radiation warning signs do not contain required information.,Tanning,Boolean,Non-critical,,0eubZ0000000W6MQAU,Appropriate tanning signage is available and posted.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,UV radiation warning signs do not contain required information.;Tanning;Appropriate tanning signage is available and posted.,Appropriate tanning signage is available and posted.;Tanning
0eubZ0000000W9dQAE,UV radiation warning sign is not posted in plain view and easily readable.,Tanning,Boolean,Non-critical,,0eubZ0000000W6MQAU,Appropriate tanning signage is available and posted.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,UV radiation warning sign is not posted in plain view and easily readable.;Tanning;Appropriate tanning signage is available and posted.,Appropriate tanning signage is available and posted.;Tanning
0eubZ0000000W9eQAE,UV radiation warning sign is not posted in the client reception area.,Tanning,Boolean,Non-critical,,0eubZ0000000W6MQAU,Appropriate tanning signage is available and posted.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,UV radiation warning sign is not posted in the client reception area.;Tanning;Appropriate tanning signage is available and posted.,Appropriate tanning signage is available and posted.;Tanning
0eubZ0000000W9fQAE,A trained operator is not on site at all times.,Tanning,Boolean,Non-critical,,0eubZ0000000W6NQAU,Operator provides clients with adequate instructions and information on the use of equipment.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,A trained operator is not on site at all times.;Tanning;Operator provides clients with adequate instructions and information on the use of equipment.,Operator provides clients with adequate instructions and information on the use of equipment.;Tanning
0eubZ0000000W9gQAE,A photosensitivity agent list not available and reviewed between clients and personnel prior to the initial session and annually thereafter.,Tanning,Boolean,Non-critical,,0eubZ0000000W6NQAU,Operator provides clients with adequate instructions and information on the use of equipment.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,A photosensitivity agent list not available and reviewed between clients and personnel prior to the initial session and annually thereafter.;Tanning;Operator provides clients with adequate instructions and information on the use of equipment.,Operator provides clients with adequate instructions and information on the use of equipment.;Tanning
0eubZ0000000W9hQAE,An individualized skin phototype evaluation is not provided for each client.,Tanning,Boolean,Non-critical,,0eubZ0000000W6NQAU,Operator provides clients with adequate instructions and information on the use of equipment.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,An individualized skin phototype evaluation is not provided for each client.;Tanning;Operator provides clients with adequate instructions and information on the use of equipment.,Operator provides clients with adequate instructions and information on the use of equipment.;Tanning
0eubZ0000000W9iQAE,The operator does not instruct clients in maximum exposure time as per manufacturer's instructions.,Tanning,Boolean,Non-critical,,0eubZ0000000W6NQAU,Operator provides clients with adequate instructions and information on the use of equipment.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The operator does not instruct clients in maximum exposure time as per manufacturer's instructions.;Tanning;Operator provides clients with adequate instructions and information on the use of equipment.,Operator provides clients with adequate instructions and information on the use of equipment.;Tanning
0eubZ0000000W9jQAE,The operator does not ensure that the client does not exceed maximum exposure time.,Tanning,Boolean,Non-critical,,0eubZ0000000W6NQAU,Operator provides clients with adequate instructions and information on the use of equipment.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The operator does not ensure that the client does not exceed maximum exposure time.;Tanning;Operator provides clients with adequate instructions and information on the use of equipment.,Operator provides clients with adequate instructions and information on the use of equipment.;Tanning
0eubZ0000000W9kQAE,The operator does not instruct the client of the location of emergency shut off switch.,Tanning,Boolean,Non-critical,,0eubZ0000000W6NQAU,Operator provides clients with adequate instructions and information on the use of equipment.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The operator does not instruct the client of the location of emergency shut off switch.;Tanning;Operator provides clients with adequate instructions and information on the use of equipment.,Operator provides clients with adequate instructions and information on the use of equipment.;Tanning
0eubZ0000000W9lQAE,Use of tanning equipment by a minor under the age of 18 is not in accordance with the directions contained within the medical approval provided.,Tanning,Boolean,Non-critical,,0eubZ0000000W6OQAU,The operator prohibits minors from using tanning facilities.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Use of tanning equipment by a minor under the age of 18 is not in accordance with the directions contained within the medical approval provided.;Tanning;The operator prohibits minors from using tanning facilities.,The operator prohibits minors from using tanning facilities.;Tanning
0eubZ0000000W9mQAE,The operator does not verify identification and/or age documentation.,Tanning,Boolean,Non-critical,,0eubZ0000000W6OQAU,The operator prohibits minors from using tanning facilities.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The operator does not verify identification and/or age documentation.;Tanning;The operator prohibits minors from using tanning facilities.,The operator prohibits minors from using tanning facilities.;Tanning
0eubZ0000000W9nQAE,"Age restriction signage, as prescribed in the regulation, is not posted in a clearly visible location.",Tanning,Boolean,Non-critical,,0eubZ0000000W6OQAU,The operator prohibits minors from using tanning facilities.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Age restriction signage, as prescribed in the regulation, is not posted in a clearly visible location.;Tanning;The operator prohibits minors from using tanning facilities.",The operator prohibits minors from using tanning facilities.;Tanning
0eubZ0000000W9oQAE,Inadequate/unapproved sterilization method being used.,Tattoo & Body Piercing,Boolean,Non-critical,,0eubZ0000000W6PQAU,"Invasive instruments are adequately cleaned, sterilized and maintained.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Inadequate/unapproved sterilization method being used.;Tattoo & Body Piercing;Invasive instruments are adequately cleaned, sterilized and maintained.","Invasive instruments are adequately cleaned, sterilized and maintained.;Tattoo & Body Piercing"
0eubZ0000000W9pQAE,"Autoclave efficacy (biological, chemical, and physical) is not adequately verified.",Tattoo & Body Piercing,Boolean,Non-critical,,0eubZ0000000W6PQAU,"Invasive instruments are adequately cleaned, sterilized and maintained.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Autoclave efficacy (biological, chemical, and physical) is not adequately verified.;Tattoo & Body Piercing;Invasive instruments are adequately cleaned, sterilized and maintained.","Invasive instruments are adequately cleaned, sterilized and maintained.;Tattoo & Body Piercing"
0eubZ0000000W9qQAE,Sterilized equipment not stored in plastic peel packs or equipped with sterilization verification indicators.,Tattoo & Body Piercing,Boolean,Non-critical,,0eubZ0000000W6PQAU,"Invasive instruments are adequately cleaned, sterilized and maintained.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Sterilized equipment not stored in plastic peel packs or equipped with sterilization verification indicators.;Tattoo & Body Piercing;Invasive instruments are adequately cleaned, sterilized and maintained.","Invasive instruments are adequately cleaned, sterilized and maintained.;Tattoo & Body Piercing"
0eubZ0000000W9rQAE,An Informed Consent form is not provided to the clients.,Tattoo & Body Piercing,Boolean,Non-critical,,0eubZ0000000W6QQAU,The operator requires written consent and/or proper identification.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,An Informed Consent form is not provided to the clients.;Tattoo & Body Piercing;The operator requires written consent and/or proper identification.,The operator requires written consent and/or proper identification.;Tattoo & Body Piercing
0eubZ0000000W9sQAE,Written consent is not required from the parent or legal guardian for minors.,Tattoo & Body Piercing,Boolean,Non-critical,,0eubZ0000000W6QQAU,The operator requires written consent and/or proper identification.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Written consent is not required from the parent or legal guardian for minors.;Tattoo & Body Piercing;The operator requires written consent and/or proper identification.,The operator requires written consent and/or proper identification.;Tattoo & Body Piercing
0eubZ0000000WA1QAM,Laser warning signs are not posted in a visible location and/or do not contain necessary information.,Laser,Boolean,Non-critical,,0eubZ0000000W6RQAU,The laser treatment controlled area is properly maintained and operated.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Laser warning signs are not posted in a visible location and/or do not contain necessary information.;Laser;The laser treatment controlled area is properly maintained and operated.,The laser treatment controlled area is properly maintained and operated.;Laser
0eubZ0000000WA3QAM,Transparent windows and openings are not covered.,Laser,Boolean,Non-critical,,0eubZ0000000W6RQAU,The laser treatment controlled area is properly maintained and operated.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Transparent windows and openings are not covered.;Laser;The laser treatment controlled area is properly maintained and operated.,The laser treatment controlled area is properly maintained and operated.;Laser
0eubZ0000000WA2QAM,"Reflective items (e.g. jewelry, mirrors) are present in the treatment area.",Laser,Boolean,Non-critical,,0eubZ0000000W6RQAU,The laser treatment controlled area is properly maintained and operated.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Reflective items (e.g. jewelry, mirrors) are present in the treatment area.;Laser;The laser treatment controlled area is properly maintained and operated.",The laser treatment controlled area is properly maintained and operated.;Laser
0eubZ0000000WA0QAM,Laser is not located in a separate room with a closeable door.,Laser,Boolean,Non-critical,,0eubZ0000000W6RQAU,The laser treatment controlled area is properly maintained and operated.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Laser is not located in a separate room with a closeable door.;Laser;The laser treatment controlled area is properly maintained and operated.,The laser treatment controlled area is properly maintained and operated.;Laser
0eubZ0000000WA4QAM,Air evacuation or filtering is inadequate when a Class 4 laser is used.,Laser,Boolean,Non-critical,,0eubZ0000000W6RQAU,The laser treatment controlled area is properly maintained and operated.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Air evacuation or filtering is inadequate when a Class 4 laser is used.;Laser;The laser treatment controlled area is properly maintained and operated.,The laser treatment controlled area is properly maintained and operated.;Laser
0eubZ0000000WA5QAM,Protective eyewear is not worn by operator and/or client when the laser is on.,Laser,Boolean,Non-critical,,0eubZ0000000W6SQAU,Protective eyewear is adequate for the client and operator.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Protective eyewear is not worn by operator and/or client when the laser is on.;Laser;Protective eyewear is adequate for the client and operator.,Protective eyewear is adequate for the client and operator.;Laser
0eubZ0000000WA6QAM,Protective eyewear is not labelled with the same wavelength as the laser and an OD (optical density) of 5 or higher.,Laser,Boolean,Non-critical,,0eubZ0000000W6SQAU,Protective eyewear is adequate for the client and operator.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Protective eyewear is not labelled with the same wavelength as the laser and an OD (optical density) of 5 or higher.;Laser;Protective eyewear is adequate for the client and operator.,Protective eyewear is adequate for the client and operator.;Laser
0eubZ0000000WA7QAM,An emergency shut off switch is not available to the operator.,Laser,Boolean,Non-critical,,0eubZ0000000W6TQAU,The laser device is properly maintained and operated.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,An emergency shut off switch is not available to the operator.;Laser;The laser device is properly maintained and operated.,The laser device is properly maintained and operated.;Laser
0eubZ0000000WA9QAM,The switch that controls patient exposure is not guarded.,Laser,Boolean,Non-critical,,0eubZ0000000W6TQAU,The laser device is properly maintained and operated.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The switch that controls patient exposure is not guarded.;Laser;The laser device is properly maintained and operated.,The laser device is properly maintained and operated.;Laser
0eubZ0000000WA8QAM,The laser is not disabled when not in use.,Laser,Boolean,Non-critical,,0eubZ0000000W6TQAU,The laser device is properly maintained and operated.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The laser is not disabled when not in use.;Laser;The laser device is properly maintained and operated.,The laser device is properly maintained and operated.;Laser
0eubZ0000000WABQA2,The operator is not following operating procedures.,Laser,Boolean,Non-critical,,0eubZ0000000W6UQAU,The operator and/or staff have adequate training.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The operator is not following operating procedures.;Laser;The operator and/or staff have adequate training.,The operator and/or staff have adequate training.;Laser
0eubZ0000000WACQA2,Unauthorized persons are permitted to operate laser equipment.,Laser,Boolean,Non-critical,,0eubZ0000000W6UQAU,The operator and/or staff have adequate training.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Unauthorized persons are permitted to operate laser equipment.;Laser;The operator and/or staff have adequate training.,The operator and/or staff have adequate training.;Laser
0eubZ0000000WAAQA2,The operator has not received laser safety training.,Laser,Boolean,Non-critical,,0eubZ0000000W6UQAU,The operator and/or staff have adequate training.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,The operator has not received laser safety training.;Laser;The operator and/or staff have adequate training.,The operator and/or staff have adequate training.;Laser
0eubZ0000000WAhQAM,A Public Health warning is not placed on display card at the table or in the menu.,Menu Warning Requirement,Boolean,Non-critical,,0eubZ0000000W6VQAU,The required public health warning by the Medical Health Officer is displayed on a display card at the table or in the menu.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,A Public Health warning is not placed on display card at the table or in the menu.;Menu Warning Requirement;The required public health warning by the Medical Health Officer is displayed on a display card at the table or in the menu.,The required public health warning by the Medical Health Officer is displayed on a display card at the table or in the menu.;Menu Warning Requirement
0eubZ0000000WAiQAM,Warning statements does not state: The consumption of RAW oysters poses an increased risk of foodborne illness. A cooking step is needed to eliminate potential bacterial or viral contamination.,Menu Warning Requirement,Boolean,Non-critical,,0eubZ0000000W6VQAU,The required public health warning by the Medical Health Officer is displayed on a display card at the table or in the menu.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Warning statements does not state: The consumption of RAW oysters poses an increased risk of foodborne illness. A cooking step is needed to eliminate potential bacterial or viral contamination.;Menu Warning Requirement;The required public health warning by the Medical Health Officer is displayed on a display card at the table or in the menu.,The required public health warning by the Medical Health Officer is displayed on a display card at the table or in the menu.;Menu Warning Requirement
0eubZ0000000WAXQA2,Shellfish have spent more than two hours outside of refrigerated control before service to customer.,Shellfish Food Protection,Boolean,Non-critical,,0eubZ0000000W6WQAU,"Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Shellfish have spent more than two hours outside of refrigerated control before service to customer.;Shellfish Food Protection;Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.","Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.;Shellfish Food Protection"
0eubZ0000000WARQA2,"Raw oysters and/or fresh shellfish are not protected from contamination during transportation, display, storage or preparation.",Shellfish Food Protection,Boolean,Non-critical,,0eubZ0000000W6WQAU,"Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Raw oysters and/or fresh shellfish are not protected from contamination during transportation, display, storage or preparation.;Shellfish Food Protection;Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.","Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.;Shellfish Food Protection"
0eubZ0000000WASQA2,"Raw oysters and/or fresh shellfish are not stored, displayed or transported at a temperature of 4°C or below and transported in melted ice water.",Shellfish Food Protection,Boolean,Non-critical,,0eubZ0000000W6WQAU,"Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Raw oysters and/or fresh shellfish are not stored, displayed or transported at a temperature of 4°C or below and transported in melted ice water.;Shellfish Food Protection;Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.","Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.;Shellfish Food Protection"
0eubZ0000000WATQA2,Fresh raw oysters are stored in melted ice water.,Shellfish Food Protection,Boolean,Non-critical,,0eubZ0000000W6WQAU,"Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Fresh raw oysters are stored in melted ice water.;Shellfish Food Protection;Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.","Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.;Shellfish Food Protection"
0eubZ0000000WAUQA2,Raw oysters are not served on ice.,Shellfish Food Protection,Boolean,Non-critical,,0eubZ0000000W6WQAU,"Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Raw oysters are not served on ice.;Shellfish Food Protection;Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.","Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.;Shellfish Food Protection"
0eubZ0000000WAVQA2,Unable to verify if fresh shellfish are alive.,Shellfish Food Protection,Boolean,Non-critical,,0eubZ0000000W6WQAU,"Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Unable to verify if fresh shellfish are alive.;Shellfish Food Protection;Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.","Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.;Shellfish Food Protection"
0eubZ0000000WAWQA2,Fresh shellfish on display are not overtopped with ice.,Shellfish Food Protection,Boolean,Non-critical,,0eubZ0000000W6WQAU,"Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Fresh shellfish on display are not overtopped with ice.;Shellfish Food Protection;Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.","Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.;Shellfish Food Protection"
0eubZ0000000WAYQA2,Improper procedures are used for cleaning and sanitizing re-used shellfish shells.,Shellfish Food Protection,Boolean,Non-critical,,0eubZ0000000W6WQAU,"Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.",PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,"Improper procedures are used for cleaning and sanitizing re-used shellfish shells.;Shellfish Food Protection;Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.","Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.;Shellfish Food Protection"
0eubZ0000000WAaQAM,Raw oyster procedures in the food safety plan are not being followed.,Shellfish Food Safety Management,Boolean,Non-critical,,0eubZ0000000W6XQAU,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,PHOCSAssessmentIndicatorDefinition,Vishwantha Gandloju,Raw oyster procedures in the food safety plan are not being followed.;Shellfish Food Safety Management;Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.;Shellfish Food Safety Management
