Id,Name,Category__c,DataType,Criticality__c,InspectionQuestiontype__c,PHOCSParentId__c,PHOCSParentId__r.Name,RecordType.DeveloperName,CreatedBy.Name,$$Name$Category__c,PHOCSParentId__r.$$Name$Category__c
0eubZ0000000WCyQAM,The operator cannot provide evidence to support that food is from an approved source.,Temporary Food Service and Inspection Report,Boolean,Non-critical,,0eubZ0000000WBPQA2,All food on the premises is obtained from an approved source.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,The operator cannot provide evidence to support that food is from an approved source.;Temporary Food Service and Inspection Report,All food on the premises is obtained from an approved source.;Temporary Food Service and Inspection Report
0eubZ0000000WCzQAM,"Food is not protected from contamination during transportation, display, storage, or preparation.",Temporary Food Service and Inspection Report,Boolean,Non-critical,,0eubZ0000000WBQQA2,Food is handled in a sanitary manner and is not contaminated.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,"Food is not protected from contamination during transportation, display, storage, or preparation.;Temporary Food Service and Inspection Report",Food is handled in a sanitary manner and is not contaminated.;Temporary Food Service and Inspection Report
0eubZ0000000WD0QAM,Potentially hazardous food is not thawed using appropriate equipment and/or approved methods.,Temporary Food Service and Inspection Report,Boolean,Non-critical,,0eubZ0000000WBRQA2,Potentially hazardous food is thawed in a manner that makes it safe to eat.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Potentially hazardous food is not thawed using appropriate equipment and/or approved methods.;Temporary Food Service and Inspection Report,Potentially hazardous food is thawed in a manner that makes it safe to eat.;Temporary Food Service and Inspection Report
0eubZ0000000WD5QAM,"Hot PHF is not stored, displayed, transported, or served at or above 60°C.",Temporary Food Service and Inspection Report,Boolean,Non-critical,,0eubZ0000000WBSQA2,Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,"Hot PHF is not stored, displayed, transported, or served at or above 60°C.;Temporary Food Service and Inspection Report",Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.;Temporary Food Service and Inspection Report
0eubZ0000000WD4QAM,"Cold PHF is not stored, displayed, transported, or served. at a temperature of 4°C or below.",Temporary Food Service and Inspection Report,Boolean,Non-critical,,0eubZ0000000WBSQA2,Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,"Cold PHF is not stored, displayed, transported, or served. at a temperature of 4°C or below.;Temporary Food Service and Inspection Report",Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.;Temporary Food Service and Inspection Report
0eubZ0000000WD3QAM,PHF is not reheated rapidly to 74°C only once.,Temporary Food Service and Inspection Report,Boolean,Non-critical,,0eubZ0000000WBSQA2,Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,PHF is not reheated rapidly to 74°C only once.;Temporary Food Service and Inspection Report,Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.;Temporary Food Service and Inspection Report
0eubZ0000000WD1QAM,An accurate thermometer is not provided.,Temporary Food Service and Inspection Report,Boolean,Non-critical,,0eubZ0000000WBSQA2,Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,An accurate thermometer is not provided.;Temporary Food Service and Inspection Report,Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.;Temporary Food Service and Inspection Report
0eubZ0000000WD2QAM,PHF is not cooked thoroughly and to appropriate internal temperature.,Temporary Food Service and Inspection Report,Boolean,Non-critical,,0eubZ0000000WBSQA2,Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,PHF is not cooked thoroughly and to appropriate internal temperature.;Temporary Food Service and Inspection Report,Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.;Temporary Food Service and Inspection Report
0eubZ0000000WD7QAM,PHF is not thawed using appropriate equipment and/or methods.,Temporary Food Service and Inspection Report,Boolean,Non-critical,,0eubZ0000000WBSQA2,Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,PHF is not thawed using appropriate equipment and/or methods.;Temporary Food Service and Inspection Report,Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.;Temporary Food Service and Inspection Report
0eubZ0000000WD6QAM,Cold storage and/or hot holding equipment is not of the type or capacity to meet operational demands.,Temporary Food Service and Inspection Report,Boolean,Non-critical,,0eubZ0000000WBSQA2,Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Cold storage and/or hot holding equipment is not of the type or capacity to meet operational demands.;Temporary Food Service and Inspection Report,Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.;Temporary Food Service and Inspection Report
0eubZ0000000WDAQA2,Sanitizing solution is not present or at sufficient concentration.,Temporary Food Service and Inspection Report,Boolean,Non-critical,,0eubZ0000000WBTQA2,All equipment and food contact surfaces are washed and sanitized to remove contamination.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Sanitizing solution is not present or at sufficient concentration.;Temporary Food Service and Inspection Report,All equipment and food contact surfaces are washed and sanitized to remove contamination.;Temporary Food Service and Inspection Report
0eubZ0000000WD9QAM,"Wiping cloths are not clean, restricted in use and/or in approved sanitizing solution.",Temporary Food Service and Inspection Report,Boolean,Non-critical,,0eubZ0000000WBTQA2,All equipment and food contact surfaces are washed and sanitized to remove contamination.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,"Wiping cloths are not clean, restricted in use and/or in approved sanitizing solution.;Temporary Food Service and Inspection Report",All equipment and food contact surfaces are washed and sanitized to remove contamination.;Temporary Food Service and Inspection Report
0eubZ0000000WD8QAM,"Equipment, utensils, and food contact surfaces are not maintained in a sanitary condition.",Temporary Food Service and Inspection Report,Boolean,Non-critical,,0eubZ0000000WBTQA2,All equipment and food contact surfaces are washed and sanitized to remove contamination.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,"Equipment, utensils, and food contact surfaces are not maintained in a sanitary condition.;Temporary Food Service and Inspection Report",All equipment and food contact surfaces are washed and sanitized to remove contamination.;Temporary Food Service and Inspection Report
0eubZ0000000WDCQA2,"Handwashing stations are not properly supplied, maintained and/or is obstructed.",Temporary Food Service and Inspection Report,Boolean,Non-critical,,0eubZ0000000WBUQA2,Each employee washes their hands as necessary to prevent the contamination of food.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,"Handwashing stations are not properly supplied, maintained and/or is obstructed.;Temporary Food Service and Inspection Report",Each employee washes their hands as necessary to prevent the contamination of food.;Temporary Food Service and Inspection Report
0eubZ0000000WDBQA2,Employees are not washing hands as often as is necessary to prevent contamination of food.,Temporary Food Service and Inspection Report,Boolean,Non-critical,,0eubZ0000000WBUQA2,Each employee washes their hands as necessary to prevent the contamination of food.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Employees are not washing hands as often as is necessary to prevent contamination of food.;Temporary Food Service and Inspection Report,Each employee washes their hands as necessary to prevent the contamination of food.;Temporary Food Service and Inspection Report
0eubZ0000000WBhQAM,Premises does not have approval to operate.,Approvals and Permits,Boolean,Non-critical,,0eubZ0000000WBVQA2,Approval has been granted to the food premises.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Premises does not have approval to operate.;Approvals and Permits,Approval has been granted to the food premises.;Approvals and Permits
0eubZ0000000WBjQAM,Potentially hazardous food is not stored or displayed at 60°C or above.,Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000WBWQA2,Potentially hazardous food is at a hot holding temperature that keeps it safe to eat.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Potentially hazardous food is not stored or displayed at 60°C or above.;Food Sources and Protection,Potentially hazardous food is at a hot holding temperature that keeps it safe to eat.;Food Sources and Protection
0eubZ0000000WBiQAM,Hot holding equipment is not of the type or capacity to meet the needs of the premises.,Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000WBWQA2,Potentially hazardous food is at a hot holding temperature that keeps it safe to eat.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Hot holding equipment is not of the type or capacity to meet the needs of the premises.;Food Sources and Protection,Potentially hazardous food is at a hot holding temperature that keeps it safe to eat.;Food Sources and Protection
0eubZ0000000WBlQAM,"Potentially hazardous food is not stored, displayed or transported at a temperature of 4°C or below.",Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000WBXQA2,Potentially hazardous food is at a refrigerated temperature that keeps it safe to eat.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,"Potentially hazardous food is not stored, displayed or transported at a temperature of 4°C or below.;Food Sources and Protection",Potentially hazardous food is at a refrigerated temperature that keeps it safe to eat.;Food Sources and Protection
0eubZ0000000WBkQAM,"Frozen food is not stored, displayed or transported at a temperature of -18°C or below.",Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000WBXQA2,Potentially hazardous food is at a refrigerated temperature that keeps it safe to eat.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,"Frozen food is not stored, displayed or transported at a temperature of -18°C or below.;Food Sources and Protection",Potentially hazardous food is at a refrigerated temperature that keeps it safe to eat.;Food Sources and Protection
0eubZ0000000WBmQAM,Potentially hazardous food is not thawed using appropriate equipment and/or approved methods.,Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000WBYQA2,Potentially hazardous food is thawed and/or cooled in an approved manner.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Potentially hazardous food is not thawed using appropriate equipment and/or approved methods.;Food Sources and Protection,Potentially hazardous food is thawed and/or cooled in an approved manner.;Food Sources and Protection
0eubZ0000000WBoQAM,Premises is not connected to a source of potable water.,Construction of Food Premises,Boolean,Non-critical,,0eubZ0000000WBZQA2,Operation and maintenance of premises is in accordance with the approved floor plans and specifications.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Premises is not connected to a source of potable water.;Construction of Food Premises,Operation and maintenance of premises is in accordance with the approved floor plans and specifications.;Construction of Food Premises
0eubZ0000000WBtQAM,Premises is not separate from incompatible areas.,Construction of Food Premises,Boolean,Non-critical,,0eubZ0000000WBZQA2,Operation and maintenance of premises is in accordance with the approved floor plans and specifications.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Premises is not separate from incompatible areas.;Construction of Food Premises,Operation and maintenance of premises is in accordance with the approved floor plans and specifications.;Construction of Food Premises
0eubZ0000000WBsQAM,Premises is not designed and/or supplied with equipment that will ensure the safe and sanitary handling of food.,Construction of Food Premises,Boolean,Non-critical,,0eubZ0000000WBZQA2,Operation and maintenance of premises is in accordance with the approved floor plans and specifications.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Premises is not designed and/or supplied with equipment that will ensure the safe and sanitary handling of food.;Construction of Food Premises,Operation and maintenance of premises is in accordance with the approved floor plans and specifications.;Construction of Food Premises
0eubZ0000000WBrQAM,Inadequate lighting and/or ventilation on the premises.,Construction of Food Premises,Boolean,Non-critical,,0eubZ0000000WBZQA2,Operation and maintenance of premises is in accordance with the approved floor plans and specifications.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Inadequate lighting and/or ventilation on the premises.;Construction of Food Premises,Operation and maintenance of premises is in accordance with the approved floor plans and specifications.;Construction of Food Premises
0eubZ0000000WBqQAM,Construction or alteration has occurred without approval.,Construction of Food Premises,Boolean,Non-critical,,0eubZ0000000WBZQA2,Operation and maintenance of premises is in accordance with the approved floor plans and specifications.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Construction or alteration has occurred without approval.;Construction of Food Premises,Operation and maintenance of premises is in accordance with the approved floor plans and specifications.;Construction of Food Premises
0eubZ0000000WBpQAM,Premises is not connected to an approved or permitted waste-water disposal system.,Construction of Food Premises,Boolean,Non-critical,,0eubZ0000000WBZQA2,Operation and maintenance of premises is in accordance with the approved floor plans and specifications.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Premises is not connected to an approved or permitted waste-water disposal system.;Construction of Food Premises,Operation and maintenance of premises is in accordance with the approved floor plans and specifications.;Construction of Food Premises
0eubZ0000000WBnQAM,Premises is not of sound construction and/or in good repair.,Construction of Food Premises,Boolean,Non-critical,,0eubZ0000000WBZQA2,Operation and maintenance of premises is in accordance with the approved floor plans and specifications.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Premises is not of sound construction and/or in good repair.;Construction of Food Premises,Operation and maintenance of premises is in accordance with the approved floor plans and specifications.;Construction of Food Premises
0eubZ0000000WBgQAM,The operator cannot provide evidence to support that food is from an approved source.,Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000WBaQAM,Food on the premises is obtained from an approved source.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,The operator cannot provide evidence to support that food is from an approved source.;Food Sources and Protection,Food on the premises is obtained from an approved source.;Food Sources and Protection
0eubZ0000000WBvQAM,Improper fermentation of food.,Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000WBbQAM,Potentially hazardous food is cooked/processed in an approved manner.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Improper fermentation of food.;Food Sources and Protection,Potentially hazardous food is cooked/processed in an approved manner.;Food Sources and Protection
0eubZ0000000WBuQAM,Improper curing/smoking of food.,Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000WBbQAM,Potentially hazardous food is cooked/processed in an approved manner.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Improper curing/smoking of food.;Food Sources and Protection,Potentially hazardous food is cooked/processed in an approved manner.;Food Sources and Protection
0eubZ0000000WBxQAM,Improper canning of food.,Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000WBbQAM,Potentially hazardous food is cooked/processed in an approved manner.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Improper canning of food.;Food Sources and Protection,Potentially hazardous food is cooked/processed in an approved manner.;Food Sources and Protection
0eubZ0000000WByQAM,Potentially hazardous food is not cooked thoroughly and to appropriate internal temperature.,Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000WBbQAM,Potentially hazardous food is cooked/processed in an approved manner.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Potentially hazardous food is not cooked thoroughly and to appropriate internal temperature.;Food Sources and Protection,Potentially hazardous food is cooked/processed in an approved manner.;Food Sources and Protection
0eubZ0000000WBzQAM,Potentially hazardous food is not reheated rapidly to 74°C.,Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000WBbQAM,Potentially hazardous food is cooked/processed in an approved manner.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Potentially hazardous food is not reheated rapidly to 74°C.;Food Sources and Protection,Potentially hazardous food is cooked/processed in an approved manner.;Food Sources and Protection
0eubZ0000000WBwQAM,Inadequate acidification of food.,Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000WBbQAM,Potentially hazardous food is cooked/processed in an approved manner.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Inadequate acidification of food.;Food Sources and Protection,Potentially hazardous food is cooked/processed in an approved manner.;Food Sources and Protection
0eubZ0000000WC3QAM,Food is unfit for human consumption.,Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000WBcQAM,"Contaminated food is not stored, displayed or offered for sale.",PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Food is unfit for human consumption.;Food Sources and Protection,"Contaminated food is not stored, displayed or offered for sale.;Food Sources and Protection"
0eubZ0000000WC0QAM,Water or ice is from a contaminated source.,Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000WBcQAM,"Contaminated food is not stored, displayed or offered for sale.",PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Water or ice is from a contaminated source.;Food Sources and Protection,"Contaminated food is not stored, displayed or offered for sale.;Food Sources and Protection"
0eubZ0000000WC1QAM,Eggs are cracked or unclean.,Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000WBcQAM,"Contaminated food is not stored, displayed or offered for sale.",PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Eggs are cracked or unclean.;Food Sources and Protection,"Contaminated food is not stored, displayed or offered for sale.;Food Sources and Protection"
0eubZ0000000WC2QAM,Canned goods are in unsatisfactory condition.,Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000WBcQAM,"Contaminated food is not stored, displayed or offered for sale.",PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Canned goods are in unsatisfactory condition.;Food Sources and Protection,"Contaminated food is not stored, displayed or offered for sale.;Food Sources and Protection"
0eubZ0000000WC4QAM,Unpasteurized milk or milk products on the premises.,Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000WBcQAM,"Contaminated food is not stored, displayed or offered for sale.",PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Unpasteurized milk or milk products on the premises.;Food Sources and Protection,"Contaminated food is not stored, displayed or offered for sale.;Food Sources and Protection"
0eubZ0000000WC9QAM,Food is not properly covered and protected from contamination.,Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000WBdQAM,Food is kept in a sanitary manner and is not subject to contamination.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Food is not properly covered and protected from contamination.;Food Sources and Protection,Food is kept in a sanitary manner and is not subject to contamination.;Food Sources and Protection
0eubZ0000000WC5QAM,Food is stored in a manner that increases risk of cross contamination.,Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000WBdQAM,Food is kept in a sanitary manner and is not subject to contamination.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Food is stored in a manner that increases risk of cross contamination.;Food Sources and Protection,Food is kept in a sanitary manner and is not subject to contamination.;Food Sources and Protection
0eubZ0000000WC6QAM,Food is not protected from customer contamination. (e.g. sneeze guards).,Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000WBdQAM,Food is kept in a sanitary manner and is not subject to contamination.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Food is not protected from customer contamination. (e.g. sneeze guards).;Food Sources and Protection,Food is kept in a sanitary manner and is not subject to contamination.;Food Sources and Protection
0eubZ0000000WC7QAM,Food is in contact with corrosive or toxic materials.,Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000WBdQAM,Food is kept in a sanitary manner and is not subject to contamination.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Food is in contact with corrosive or toxic materials.;Food Sources and Protection,Food is kept in a sanitary manner and is not subject to contamination.;Food Sources and Protection
0eubZ0000000WC8QAM,"Food is not protected from contamination during transportation, display, storage or preparation.",Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000WBdQAM,Food is kept in a sanitary manner and is not subject to contamination.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,"Food is not protected from contamination during transportation, display, storage or preparation.;Food Sources and Protection",Food is kept in a sanitary manner and is not subject to contamination.;Food Sources and Protection
0eubZ0000000WCAQA2,Food is in contact with un-sanitized surfaces or utensils.,Food Sources and Protection,Boolean,Non-critical,,0eubZ0000000WBdQAM,Food is kept in a sanitary manner and is not subject to contamination.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Food is in contact with un-sanitized surfaces or utensils.;Food Sources and Protection,Food is kept in a sanitary manner and is not subject to contamination.;Food Sources and Protection
0eubZ0000000WCCQA2,Permit to Operate is not posted in a conspicuous location.,Permit to Operate Food Service Establishment,Boolean,Non-critical,,0eubZ0000000WBeQAM,The Permit to Operate a food service establishment is valid and is posted in a conspicuous location.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Permit to Operate is not posted in a conspicuous location.;Permit to Operate Food Service Establishment,The Permit to Operate a food service establishment is valid and is posted in a conspicuous location.;Permit to Operate Food Service Establishment
0eubZ0000000WCBQA2,Premises does not have a valid Permit to Operate.,Permit to Operate Food Service Establishment,Boolean,Non-critical,,0eubZ0000000WBeQAM,The Permit to Operate a food service establishment is valid and is posted in a conspicuous location.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Premises does not have a valid Permit to Operate.;Permit to Operate Food Service Establishment,The Permit to Operate a food service establishment is valid and is posted in a conspicuous location.;Permit to Operate Food Service Establishment
0eubZ0000000WCDQA2,Operator is not operating in accordance with the terms and conditions of their permit.,Permit to Operate Food Service Establishment,Boolean,Non-critical,,0eubZ0000000WBeQAM,The Permit to Operate a food service establishment is valid and is posted in a conspicuous location.,PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,Operator is not operating in accordance with the terms and conditions of their permit.;Permit to Operate Food Service Establishment,The Permit to Operate a food service establishment is valid and is posted in a conspicuous location.;Permit to Operate Food Service Establishment
0eubZ0000000WCFQA2,The premises is not maintained in a sanitary condition.,"Equipment, Utensils and Cleaning",Boolean,Non-critical,,0eubZ0000000WBfQAM,"The premises and equipment, utensils, and food contact surfaces are maintained in good condition and used in a manner that ensures safe and sanitary food handling.",PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,"The premises is not maintained in a sanitary condition.;Equipment, Utensils and Cleaning","The premises and equipment, utensils, and food contact surfaces are maintained in good condition and used in a manner that ensures safe and sanitary food handling.;Equipment, Utensils and Cleaning"
0eubZ0000000WCGQA2,Equipment or materials not required for the operation are stored on the premises.,"Equipment, Utensils and Cleaning",Boolean,Non-critical,,0eubZ0000000WBfQAM,"The premises and equipment, utensils, and food contact surfaces are maintained in good condition and used in a manner that ensures safe and sanitary food handling.",PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,"Equipment or materials not required for the operation are stored on the premises.;Equipment, Utensils and Cleaning","The premises and equipment, utensils, and food contact surfaces are maintained in good condition and used in a manner that ensures safe and sanitary food handling.;Equipment, Utensils and Cleaning"
0eubZ0000000WCEQA2,"Equipment, utensils and/or food contact surfaces are not maintained/used in a manner that ensures safe and sanitary food handling.","Equipment, Utensils and Cleaning",Boolean,Non-critical,,0eubZ0000000WBfQAM,"The premises and equipment, utensils, and food contact surfaces are maintained in good condition and used in a manner that ensures safe and sanitary food handling.",PHOCSAssessmentIndicatorDefinition,Chandrahas Bireddy,"Equipment, utensils and/or food contact surfaces are not maintained/used in a manner that ensures safe and sanitary food handling.;Equipment, Utensils and Cleaning","The premises and equipment, utensils, and food contact surfaces are maintained in good condition and used in a manner that ensures safe and sanitary food handling.;Equipment, Utensils and Cleaning"
