Id,AssessmentTaskDefinitionId,AssessmentTaskDefinition.Name,AssessmentIndDefinitionId,AssessmentIndDefinition.Name,AssessmentIndDefinition.Category__c,AssessmentIndDefinition.PHOCSParentId__r.Name,$$AssessmentTaskDefinition.Name$AssessmentIndDefinition.Name$AssessmentIndDefinition.Category__c$AssessmentIndDefinition.PHOCSParentId__r.Name,AssessmentIndDefinition.$$Name$Category__c$PHOCSParentId__r.Name
0dtbZ00000032MQQAY,0Z4bZ0000000I3QSAU,"Equipment, Utensils and Cleaning",0eubZ0000000WCGQA2,Equipment or materials not required for the operation are stored on the premises.,"Equipment, Utensils and Cleaning","The premises and equipment, utensils, and food contact surfaces are maintained in good condition and used in a manner that ensures safe and sanitary food handling.","Equipment, Utensils and Cleaning;Equipment or materials not required for the operation are stored on the premises.;Equipment, Utensils and Cleaning;The premises and equipment, utensils, and food contact surfaces are maintained in good condition and used in a manner that ensures safe and sanitary food handling.","Equipment or materials not required for the operation are stored on the premises.;Equipment, Utensils and Cleaning;The premises and equipment, utensils, and food contact surfaces are maintained in good condition and used in a manner that ensures safe and sanitary food handling."
0dtbZ00000032MRQAY,0Z4bZ0000000I3QSAU,"Equipment, Utensils and Cleaning",0eubZ0000000WCIQA2,"Equipment, utensils, and/or food contact surfaces are not maintained or stored in a manner that prevents contamination.","Equipment, Utensils and Cleaning","Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination.","Equipment, Utensils and Cleaning;Equipment, utensils, and/or food contact surfaces are not maintained or stored in a manner that prevents contamination.;Equipment, Utensils and Cleaning;Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination.","Equipment, utensils, and/or food contact surfaces are not maintained or stored in a manner that prevents contamination.;Equipment, Utensils and Cleaning;Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination."
0dtbZ00000032MSQAY,0Z4bZ0000000I3QSAU,"Equipment, Utensils and Cleaning",0eubZ0000000WCJQA2,Sanitizing solution concentration is too high.,"Equipment, Utensils and Cleaning","Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination.","Equipment, Utensils and Cleaning;Sanitizing solution concentration is too high.;Equipment, Utensils and Cleaning;Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination.","Sanitizing solution concentration is too high.;Equipment, Utensils and Cleaning;Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination."
0dtbZ00000032MTQAY,0Z4bZ0000000I3QSAU,"Equipment, Utensils and Cleaning",0eubZ0000000WCKQA2,Sanitizing solution concentration is too low.,"Equipment, Utensils and Cleaning","Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination.","Equipment, Utensils and Cleaning;Sanitizing solution concentration is too low.;Equipment, Utensils and Cleaning;Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination.","Sanitizing solution concentration is too low.;Equipment, Utensils and Cleaning;Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination."
0dtbZ00000032MUQAY,0Z4bZ0000000I3QSAU,"Equipment, Utensils and Cleaning",0eubZ0000000WCLQA2,Sanitizing solution is not present or at an improper concentration.,"Equipment, Utensils and Cleaning","Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination.","Equipment, Utensils and Cleaning;Sanitizing solution is not present or at an improper concentration.;Equipment, Utensils and Cleaning;Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination.","Sanitizing solution is not present or at an improper concentration.;Equipment, Utensils and Cleaning;Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination."
0dtbZ00000032MVQAY,0Z4bZ0000000I3QSAU,"Equipment, Utensils and Cleaning",0eubZ0000000WCMQA2,"Wiping cloths are not cleaned, restricted in use and/or stored in approved sanitizing solutions between uses.","Equipment, Utensils and Cleaning","Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination.","Equipment, Utensils and Cleaning;Wiping cloths are not cleaned, restricted in use and/or stored in approved sanitizing solutions between uses.;Equipment, Utensils and Cleaning;Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination.","Wiping cloths are not cleaned, restricted in use and/or stored in approved sanitizing solutions between uses.;Equipment, Utensils and Cleaning;Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination."
0dtbZ00000032MWQAY,0Z4bZ0000000I3QSAU,"Equipment, Utensils and Cleaning",0eubZ0000000WCNQA2,Manual dishwashing procedure is improper to remove contamination.,"Equipment, Utensils and Cleaning","Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination.","Equipment, Utensils and Cleaning;Manual dishwashing procedure is improper to remove contamination.;Equipment, Utensils and Cleaning;Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination.","Manual dishwashing procedure is improper to remove contamination.;Equipment, Utensils and Cleaning;Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination."
0dtbZ00000032MXQAY,0Z4bZ0000000I3QSAU,"Equipment, Utensils and Cleaning",0eubZ0000000WCHQA2,Mechanical dishwasher does not provide sufficient washing and/or sanitizing action to remove contamination.,"Equipment, Utensils and Cleaning","Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination.","Equipment, Utensils and Cleaning;Mechanical dishwasher does not provide sufficient washing and/or sanitizing action to remove contamination.;Equipment, Utensils and Cleaning;Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination.","Mechanical dishwasher does not provide sufficient washing and/or sanitizing action to remove contamination.;Equipment, Utensils and Cleaning;Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination."
0dtbZ00000032MYQAY,0Z4bZ0000000I3QSAU,"Equipment, Utensils and Cleaning",0eubZ0000000WCOQA2,Mechanical glasswasher does not provide sufficient washing and/or sanitizing action to remove contamination.,"Equipment, Utensils and Cleaning","Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination.","Equipment, Utensils and Cleaning;Mechanical glasswasher does not provide sufficient washing and/or sanitizing action to remove contamination.;Equipment, Utensils and Cleaning;Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination.","Mechanical glasswasher does not provide sufficient washing and/or sanitizing action to remove contamination.;Equipment, Utensils and Cleaning;Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination."
0dtbZ00000032MZQAY,0Z4bZ0000000I3QSAU,"Equipment, Utensils and Cleaning",0eubZ0000000WCPQA2,Single service utensils and/or containers are used more than once.,"Equipment, Utensils and Cleaning","Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination.","Equipment, Utensils and Cleaning;Single service utensils and/or containers are used more than once.;Equipment, Utensils and Cleaning;Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination.","Single service utensils and/or containers are used more than once.;Equipment, Utensils and Cleaning;Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination."
0dtbZ00000032MaQAI,0Z4bZ0000000I3QSAU,"Equipment, Utensils and Cleaning",0eubZ0000000WCQQA2,Hot and cold running water is not supplied in quantity and pressure to meet the needs of the premises.,"Equipment, Utensils and Cleaning","Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination.","Equipment, Utensils and Cleaning;Hot and cold running water is not supplied in quantity and pressure to meet the needs of the premises.;Equipment, Utensils and Cleaning;Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination.","Hot and cold running water is not supplied in quantity and pressure to meet the needs of the premises.;Equipment, Utensils and Cleaning;Equipment, food contact surfaces, utensils, dishes & glasses used on the premises are washed and sanitized in a manner that removes contamination."
0dtbZ00000032MbQAI,0Z4bZ0000000I3RSAU,Employee,0eubZ0000000WCTQA2,Employees are not wearing clean clothing or footwear.,Employee,Employees maintain and demonstrate good personal hygiene.,Employee;Employees are not wearing clean clothing or footwear.;Employee;Employees maintain and demonstrate good personal hygiene.,Employees are not wearing clean clothing or footwear.;Employee;Employees maintain and demonstrate good personal hygiene.
0dtbZ00000032McQAI,0Z4bZ0000000I3RSAU,Employee,0eubZ0000000WCYQA2,Employee's hair is not suitably confined.,Employee,Employees maintain and demonstrate good personal hygiene.,Employee;Employee's hair is not suitably confined.;Employee;Employees maintain and demonstrate good personal hygiene.,Employee's hair is not suitably confined.;Employee;Employees maintain and demonstrate good personal hygiene.
0dtbZ00000032MdQAI,0Z4bZ0000000I3RSAU,Employee,0eubZ0000000WCUQA2,Hand washing station is obstructed or being used for other purposes.,Employee,Employees maintain and demonstrate good personal hygiene.,Employee;Hand washing station is obstructed or being used for other purposes.;Employee;Employees maintain and demonstrate good personal hygiene.,Hand washing station is obstructed or being used for other purposes.;Employee;Employees maintain and demonstrate good personal hygiene.
0dtbZ00000032MeQAI,0Z4bZ0000000I3RSAU,Employee,0eubZ0000000WCVQA2,"Hand washing stations are inadequate in number and location, preventing accessibility to all food handlers.",Employee,Employees maintain and demonstrate good personal hygiene.,"Employee;Hand washing stations are inadequate in number and location, preventing accessibility to all food handlers.;Employee;Employees maintain and demonstrate good personal hygiene.","Hand washing stations are inadequate in number and location, preventing accessibility to all food handlers.;Employee;Employees maintain and demonstrate good personal hygiene."
0dtbZ00000032MfQAI,0Z4bZ0000000I3RSAU,Employee,0eubZ0000000WCWQA2,Employees are not washing hands as often as is necessary to prevent contamination of food.,Employee,Employees maintain and demonstrate good personal hygiene.,Employee;Employees are not washing hands as often as is necessary to prevent contamination of food.;Employee;Employees maintain and demonstrate good personal hygiene.,Employees are not washing hands as often as is necessary to prevent contamination of food.;Employee;Employees maintain and demonstrate good personal hygiene.
0dtbZ00000032MgQAI,0Z4bZ0000000I3RSAU,Employee,0eubZ0000000WCXQA2,Employees do not demonstrate good personal hygiene which may lead to the contamination of food.,Employee,Employees maintain and demonstrate good personal hygiene.,Employee;Employees do not demonstrate good personal hygiene which may lead to the contamination of food.;Employee;Employees maintain and demonstrate good personal hygiene.,Employees do not demonstrate good personal hygiene which may lead to the contamination of food.;Employee;Employees maintain and demonstrate good personal hygiene.
0dtbZ00000032MhQAI,0Z4bZ0000000I3RSAU,Employee,0eubZ0000000WCSQA2,"Employees are eating, drinking or using tobacco in food preparation, dishwashing and/or food storage areas.",Employee,Employees maintain and demonstrate good personal hygiene.,"Employee;Employees are eating, drinking or using tobacco in food preparation, dishwashing and/or food storage areas.;Employee;Employees maintain and demonstrate good personal hygiene.","Employees are eating, drinking or using tobacco in food preparation, dishwashing and/or food storage areas.;Employee;Employees maintain and demonstrate good personal hygiene."
0dtbZ00000032MiQAI,0Z4bZ0000000I3RSAU,Employee,0eubZ0000000WCRQA2,Hand washing stations are not properly supplied and maintained.,Employee,Employees maintain and demonstrate good personal hygiene.,Employee;Hand washing stations are not properly supplied and maintained.;Employee;Employees maintain and demonstrate good personal hygiene.,Hand washing stations are not properly supplied and maintained.;Employee;Employees maintain and demonstrate good personal hygiene.
0dtbZ00000032MjQAI,0Z4bZ0000000I3RSAU,Employee,0eubZ0000000WCZQA2,"Food handlers present with communicable disease transmissible through food, water or drink.",Employee,Operator does not permit any person suspected to suffer from a disease communicable through food to come into contact with food or food contact surfaces.,"Employee;Food handlers present with communicable disease transmissible through food, water or drink.;Employee;Operator does not permit any person suspected to suffer from a disease communicable through food to come into contact with food or food contact surfaces.","Food handlers present with communicable disease transmissible through food, water or drink.;Employee;Operator does not permit any person suspected to suffer from a disease communicable through food to come into contact with food or food contact surfaces."
0dtbZ00000032MkQAI,0Z4bZ0000000I3RSAU,Employee,0eubZ0000000WCaQAM,Procedures to notify a health officer of any existing circumstances that may cause a health hazard in the premises not available or followed.,Employee,Operator immediately notifies a health officer of any circumstance that exists in the food premises that may cause a health hazard.,Employee;Procedures to notify a health officer of any existing circumstances that may cause a health hazard in the premises not available or followed.;Employee;Operator immediately notifies a health officer of any circumstance that exists in the food premises that may cause a health hazard.,Procedures to notify a health officer of any existing circumstances that may cause a health hazard in the premises not available or followed.;Employee;Operator immediately notifies a health officer of any circumstance that exists in the food premises that may cause a health hazard.
0dtbZ00000032MlQAI,0Z4bZ0000000I3SSAU,Food Safety Management,0eubZ0000000WCdQAM,Temperature records are not being used to monitor critical limits.,Food Safety Management,"Operator of a food premises has developed, maintained, and follows written food handling procedures to ensure that a health hazard does not occur.","Food Safety Management;Temperature records are not being used to monitor critical limits.;Food Safety Management;Operator of a food premises has developed, maintained, and follows written food handling procedures to ensure that a health hazard does not occur.","Temperature records are not being used to monitor critical limits.;Food Safety Management;Operator of a food premises has developed, maintained, and follows written food handling procedures to ensure that a health hazard does not occur."
0dtbZ00000032MmQAI,0Z4bZ0000000I3SSAU,Food Safety Management,0eubZ0000000WCeQAM,Food safety plan is not maintained to reflect the current menu.,Food Safety Management,"Operator of a food premises has developed, maintained, and follows written food handling procedures to ensure that a health hazard does not occur.","Food Safety Management;Food safety plan is not maintained to reflect the current menu.;Food Safety Management;Operator of a food premises has developed, maintained, and follows written food handling procedures to ensure that a health hazard does not occur.","Food safety plan is not maintained to reflect the current menu.;Food Safety Management;Operator of a food premises has developed, maintained, and follows written food handling procedures to ensure that a health hazard does not occur."
0dtbZ00000032MnQAI,0Z4bZ0000000I3SSAU,Food Safety Management,0eubZ0000000WCbQAM,Procedures in the food safety plan are not being followed.,Food Safety Management,"Operator of a food premises has developed, maintained, and follows written food handling procedures to ensure that a health hazard does not occur.","Food Safety Management;Procedures in the food safety plan are not being followed.;Food Safety Management;Operator of a food premises has developed, maintained, and follows written food handling procedures to ensure that a health hazard does not occur.","Procedures in the food safety plan are not being followed.;Food Safety Management;Operator of a food premises has developed, maintained, and follows written food handling procedures to ensure that a health hazard does not occur."
0dtbZ00000032MoQAI,0Z4bZ0000000I3SSAU,Food Safety Management,0eubZ0000000WCfQAM,Food safety plan is not developed.,Food Safety Management,"Operator of a food premises has developed, maintained, and follows written food handling procedures to ensure that a health hazard does not occur.","Food Safety Management;Food safety plan is not developed.;Food Safety Management;Operator of a food premises has developed, maintained, and follows written food handling procedures to ensure that a health hazard does not occur.","Food safety plan is not developed.;Food Safety Management;Operator of a food premises has developed, maintained, and follows written food handling procedures to ensure that a health hazard does not occur."
0dtbZ00000032MpQAI,0Z4bZ0000000I3SSAU,Food Safety Management,0eubZ0000000WCcQAM,An accurate thermometer is not provided.,Food Safety Management,"Operator of a food premises has developed, maintained, and follows written food handling procedures to ensure that a health hazard does not occur.","Food Safety Management;An accurate thermometer is not provided.;Food Safety Management;Operator of a food premises has developed, maintained, and follows written food handling procedures to ensure that a health hazard does not occur.","An accurate thermometer is not provided.;Food Safety Management;Operator of a food premises has developed, maintained, and follows written food handling procedures to ensure that a health hazard does not occur."
0dtbZ00000032MqQAI,0Z4bZ0000000I3SSAU,Food Safety Management,0eubZ0000000WChQAM,Sanitizer levels are not being monitored and recorded.,Food Safety Management,Operator of a food premises has approved written procedures to ensure the safe and sanitary operation of the establishment.,Food Safety Management;Sanitizer levels are not being monitored and recorded.;Food Safety Management;Operator of a food premises has approved written procedures to ensure the safe and sanitary operation of the establishment.,Sanitizer levels are not being monitored and recorded.;Food Safety Management;Operator of a food premises has approved written procedures to ensure the safe and sanitary operation of the establishment.
0dtbZ00000032MrQAI,0Z4bZ0000000I3SSAU,Food Safety Management,0eubZ0000000WCiQAM,Sanitation plan is not developed and/or approved by a health officer.,Food Safety Management,Operator of a food premises has approved written procedures to ensure the safe and sanitary operation of the establishment.,Food Safety Management;Sanitation plan is not developed and/or approved by a health officer.;Food Safety Management;Operator of a food premises has approved written procedures to ensure the safe and sanitary operation of the establishment.,Sanitation plan is not developed and/or approved by a health officer.;Food Safety Management;Operator of a food premises has approved written procedures to ensure the safe and sanitary operation of the establishment.
0dtbZ00000032MsQAI,0Z4bZ0000000I3SSAU,Food Safety Management,0eubZ0000000WCjQAM,Procedures in the sanitation plan are not being followed.,Food Safety Management,Operator of a food premises has approved written procedures to ensure the safe and sanitary operation of the establishment.,Food Safety Management;Procedures in the sanitation plan are not being followed.;Food Safety Management;Operator of a food premises has approved written procedures to ensure the safe and sanitary operation of the establishment.,Procedures in the sanitation plan are not being followed.;Food Safety Management;Operator of a food premises has approved written procedures to ensure the safe and sanitary operation of the establishment.
0dtbZ00000032MtQAI,0Z4bZ0000000I3SSAU,Food Safety Management,0eubZ0000000WCgQAM,Test strips are not available to monitor sanitizer level.,Food Safety Management,Operator of a food premises has approved written procedures to ensure the safe and sanitary operation of the establishment.,Food Safety Management;Test strips are not available to monitor sanitizer level.;Food Safety Management;Operator of a food premises has approved written procedures to ensure the safe and sanitary operation of the establishment.,Test strips are not available to monitor sanitizer level.;Food Safety Management;Operator of a food premises has approved written procedures to ensure the safe and sanitary operation of the establishment.
0dtbZ00000032MuQAI,0Z4bZ0000000I3TSAU,Miscellaneous,0eubZ0000000WCkQAM,Live animals are on the premises.,Miscellaneous,Live animals are not allowed on the premises unless permitted under 25(2) of the FPR,Miscellaneous;Live animals are on the premises.;Miscellaneous;Live animals are not allowed on the premises unless permitted under 25(2) of the FPR,Live animals are on the premises.;Miscellaneous;Live animals are not allowed on the premises unless permitted under 25(2) of the FPR
0dtbZ00000032MvQAI,0Z4bZ0000000I3TSAU,Miscellaneous,0eubZ0000000WCmQAM,Premises has signs of rodent activity.,Miscellaneous,The premises is free of pests.,Miscellaneous;Premises has signs of rodent activity.;Miscellaneous;The premises is free of pests.,Premises has signs of rodent activity.;Miscellaneous;The premises is free of pests.
0dtbZ00000032MwQAI,0Z4bZ0000000I3TSAU,Miscellaneous,0eubZ0000000WClQAM,Premises has signs of insect activity.,Miscellaneous,The premises is free of pests.,Miscellaneous;Premises has signs of insect activity.;Miscellaneous;The premises is free of pests.,Premises has signs of insect activity.;Miscellaneous;The premises is free of pests.
0dtbZ00000032MxQAI,0Z4bZ0000000I3TSAU,Miscellaneous,0eubZ0000000WCnQAM,Conditions present that may lead to harbouring or breeding of pests.,Miscellaneous,"The premises is free of conditions that lead to harbouring, breeding and entry of pests.","Miscellaneous;Conditions present that may lead to harbouring or breeding of pests.;Miscellaneous;The premises is free of conditions that lead to harbouring, breeding and entry of pests.","Conditions present that may lead to harbouring or breeding of pests.;Miscellaneous;The premises is free of conditions that lead to harbouring, breeding and entry of pests."
0dtbZ00000032MyQAI,0Z4bZ0000000I3TSAU,Miscellaneous,0eubZ0000000WCoQAM,Premises not protected against entry of pests.,Miscellaneous,"The premises is free of conditions that lead to harbouring, breeding and entry of pests.","Miscellaneous;Premises not protected against entry of pests.;Miscellaneous;The premises is free of conditions that lead to harbouring, breeding and entry of pests.","Premises not protected against entry of pests.;Miscellaneous;The premises is free of conditions that lead to harbouring, breeding and entry of pests."
0dtbZ00000032MzQAI,0Z4bZ0000000I3TSAU,Miscellaneous,0eubZ0000000WCqQAM,"Chemicals, cleansers and similar agents are not stored separately from food.",Miscellaneous,"Chemicals, cleansers and similar agents are kept separate from food.","Miscellaneous;Chemicals, cleansers and similar agents are not stored separately from food.;Miscellaneous;Chemicals, cleansers and similar agents are kept separate from food.","Chemicals, cleansers and similar agents are not stored separately from food.;Miscellaneous;Chemicals, cleansers and similar agents are kept separate from food."
0dtbZ00000032N0QAI,0Z4bZ0000000I3TSAU,Miscellaneous,0eubZ0000000WCpQAM,Non-food containers are not clearly labelled to identify contents.,Miscellaneous,"Chemicals, cleansers and similar agents are kept separate from food.","Miscellaneous;Non-food containers are not clearly labelled to identify contents.;Miscellaneous;Chemicals, cleansers and similar agents are kept separate from food.","Non-food containers are not clearly labelled to identify contents.;Miscellaneous;Chemicals, cleansers and similar agents are kept separate from food."
0dtbZ00000032N1QAI,0Z4bZ0000000I3VSAU,Training,0eubZ0000000WCrQAM,No employee present holds a valid FOODSAFE or equivalent certificate while the Owner/Operator is absent.,Training,The operator and/or food handler onsite holds a valid FOODSAFE Level 1 certificate or equivalent.,Training;No employee present holds a valid FOODSAFE or equivalent certificate while the Owner/Operator is absent.;Training;The operator and/or food handler onsite holds a valid FOODSAFE Level 1 certificate or equivalent.,No employee present holds a valid FOODSAFE or equivalent certificate while the Owner/Operator is absent.;Training;The operator and/or food handler onsite holds a valid FOODSAFE Level 1 certificate or equivalent.
0dtbZ00000032N2QAI,0Z4bZ0000000I3VSAU,Training,0eubZ0000000WCtQAM,Owner/Operator does not hold a valid FOODSAFE or equivalent certificate.,Training,The operator and/or food handler onsite holds a valid FOODSAFE Level 1 certificate or equivalent.,Training;Owner/Operator does not hold a valid FOODSAFE or equivalent certificate.;Training;The operator and/or food handler onsite holds a valid FOODSAFE Level 1 certificate or equivalent.,Owner/Operator does not hold a valid FOODSAFE or equivalent certificate.;Training;The operator and/or food handler onsite holds a valid FOODSAFE Level 1 certificate or equivalent.
0dtbZ00000032N3QAI,0Z4bZ0000000I3WSAU,Previously Served Food,0eubZ0000000WCuQAM,Previously served food is served to another customer.,Previously Served Food,Previously served food is not being served.,Previously Served Food;Previously served food is served to another customer.;Previously Served Food;Previously served food is not being served.,Previously served food is served to another customer.;Previously Served Food;Previously served food is not being served.
0dtbZ00000032N4QAI,0Z4bZ0000000I3XSAU,Temporary Food Service and Inspection Report,0eubZ0000000WCwQAM,Temporary booth is not set up or constructed to ensure the safe and sanitary handling of food.,Temporary Food Service and Inspection Report,Operation of premises is in accordance with approved specifications.,Temporary Food Service and Inspection Report;Temporary booth is not set up or constructed to ensure the safe and sanitary handling of food.;Temporary Food Service and Inspection Report;Operation of premises is in accordance with approved specifications.,Temporary booth is not set up or constructed to ensure the safe and sanitary handling of food.;Temporary Food Service and Inspection Report;Operation of premises is in accordance with approved specifications.
0dtbZ00000032N5QAI,0Z4bZ0000000I3XSAU,Temporary Food Service and Inspection Report,0eubZ0000000WCxQAM,Potable hot and cold running water is not in quantity or pressure to meet operational demands.,Temporary Food Service and Inspection Report,Operation of premises is in accordance with approved specifications.,Temporary Food Service and Inspection Report;Potable hot and cold running water is not in quantity or pressure to meet operational demands.;Temporary Food Service and Inspection Report;Operation of premises is in accordance with approved specifications.,Potable hot and cold running water is not in quantity or pressure to meet operational demands.;Temporary Food Service and Inspection Report;Operation of premises is in accordance with approved specifications.
0dtbZ00000032N6QAI,0Z4bZ0000000I3XSAU,Temporary Food Service and Inspection Report,0eubZ0000000WCvQAM,Power is not supplied in a manner that meets the needs of the temporary booth.,Temporary Food Service and Inspection Report,Operation of premises is in accordance with approved specifications.,Temporary Food Service and Inspection Report;Power is not supplied in a manner that meets the needs of the temporary booth.;Temporary Food Service and Inspection Report;Operation of premises is in accordance with approved specifications.,Power is not supplied in a manner that meets the needs of the temporary booth.;Temporary Food Service and Inspection Report;Operation of premises is in accordance with approved specifications.
0dtbZ00000032N7QAI,0Z4bZ0000000I3XSAU,Temporary Food Service and Inspection Report,0eubZ0000000WCsQAM,The operator and/or the employee does not hold a valid Foodsafe or equivalent certificate onsite.,Temporary Food Service and Inspection Report,The operator and/or food handler onsite holds a valid FOODSAFE Level 1 certificate or equivalent.,Temporary Food Service and Inspection Report;The operator and/or the employee does not hold a valid Foodsafe or equivalent certificate onsite.;Temporary Food Service and Inspection Report;The operator and/or food handler onsite holds a valid FOODSAFE Level 1 certificate or equivalent.,The operator and/or the employee does not hold a valid Foodsafe or equivalent certificate onsite.;Temporary Food Service and Inspection Report;The operator and/or food handler onsite holds a valid FOODSAFE Level 1 certificate or equivalent.
0dtbZ00000032N8QAI,0Z4bZ0000000I3XSAU,Temporary Food Service and Inspection Report,0eubZ0000000WBgQAM,The operator cannot provide evidence to support that food is from an approved source.,Food Sources and Protection,Food on the premises is obtained from an approved source.,Temporary Food Service and Inspection Report;The operator cannot provide evidence to support that food is from an approved source.;Food Sources and Protection;Food on the premises is obtained from an approved source.,The operator cannot provide evidence to support that food is from an approved source.;Food Sources and Protection;Food on the premises is obtained from an approved source.
0dtbZ00000032N9QAI,0Z4bZ0000000I3XSAU,Temporary Food Service and Inspection Report,0eubZ0000000WCzQAM,"Food is not protected from contamination during transportation, display, storage, or preparation.",Temporary Food Service and Inspection Report,Food is handled in a sanitary manner and is not contaminated.,"Temporary Food Service and Inspection Report;Food is not protected from contamination during transportation, display, storage, or preparation.;Temporary Food Service and Inspection Report;Food is handled in a sanitary manner and is not contaminated.","Food is not protected from contamination during transportation, display, storage, or preparation.;Temporary Food Service and Inspection Report;Food is handled in a sanitary manner and is not contaminated."
0dtbZ00000032NAQAY,0Z4bZ0000000I3XSAU,Temporary Food Service and Inspection Report,0eubZ0000000WBmQAM,Potentially hazardous food is not thawed using appropriate equipment and/or approved methods.,Food Sources and Protection,Potentially hazardous food is thawed and/or cooled in an approved manner.,Temporary Food Service and Inspection Report;Potentially hazardous food is not thawed using appropriate equipment and/or approved methods.;Food Sources and Protection;Potentially hazardous food is thawed and/or cooled in an approved manner.,Potentially hazardous food is not thawed using appropriate equipment and/or approved methods.;Food Sources and Protection;Potentially hazardous food is thawed and/or cooled in an approved manner.
0dtbZ00000032NBQAY,0Z4bZ0000000I3XSAU,Temporary Food Service and Inspection Report,0eubZ0000000WD7QAM,PHF is not thawed using appropriate equipment and/or methods.,Temporary Food Service and Inspection Report,Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.,Temporary Food Service and Inspection Report;PHF is not thawed using appropriate equipment and/or methods.;Temporary Food Service and Inspection Report;Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.,PHF is not thawed using appropriate equipment and/or methods.;Temporary Food Service and Inspection Report;Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.
0dtbZ00000032NCQAY,0Z4bZ0000000I3XSAU,Temporary Food Service and Inspection Report,0eubZ0000000WD2QAM,PHF is not cooked thoroughly and to appropriate internal temperature.,Temporary Food Service and Inspection Report,Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.,Temporary Food Service and Inspection Report;PHF is not cooked thoroughly and to appropriate internal temperature.;Temporary Food Service and Inspection Report;Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.,PHF is not cooked thoroughly and to appropriate internal temperature.;Temporary Food Service and Inspection Report;Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.
0dtbZ00000032NDQAY,0Z4bZ0000000I3XSAU,Temporary Food Service and Inspection Report,0eubZ0000000WD3QAM,PHF is not reheated rapidly to 74°C only once.,Temporary Food Service and Inspection Report,Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.,Temporary Food Service and Inspection Report;PHF is not reheated rapidly to 74°C only once.;Temporary Food Service and Inspection Report;Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.,PHF is not reheated rapidly to 74°C only once.;Temporary Food Service and Inspection Report;Potentially hazardous food (PHF) is prepared and stored in a manner that makes it safe to eat.
