Id,AssessmentTaskDefinitionId,AssessmentTaskDefinition.Name,AssessmentIndDefinitionId,AssessmentIndDefinition.Name,CreatedBy.Name,$$AssessmentTaskDefinition.Name$AssessmentIndDefinition.Name,AssessmentIndDefinition.$$Name$Category__c
0dtbZ00000032FGQAY,0Z4bZ0000000I1mSAE,Tattoo & Body Piercing,0eubZ0000000W9qQAE,Sterilized equipment not stored in plastic peel packs or equipped with sterilization verification indicators.,Vishwantha Gandloju,Tattoo & Body Piercing;Sterilized equipment not stored in plastic peel packs or equipped with sterilization verification indicators.,Sterilized equipment not stored in plastic peel packs or equipped with sterilization verification indicators.;Tattoo & Body Piercing
0dtbZ00000032FHQAY,0Z4bZ0000000I1mSAE,Tattoo & Body Piercing,0eubZ0000000W9rQAE,An Informed Consent form is not provided to the clients.,Vishwantha Gandloju,Tattoo & Body Piercing;An Informed Consent form is not provided to the clients.,An Informed Consent form is not provided to the clients.;Tattoo & Body Piercing
0dtbZ00000032FIQAY,0Z4bZ0000000I1mSAE,Tattoo & Body Piercing,0eubZ0000000W9sQAE,Written consent is not required from the parent or legal guardian for minors.,Vishwantha Gandloju,Tattoo & Body Piercing;Written consent is not required from the parent or legal guardian for minors.,Written consent is not required from the parent or legal guardian for minors.;Tattoo & Body Piercing
0dtbZ00000032FJQAY,0Z4bZ0000000I1nSAE,Manicure and Pedicure,0eubZ0000000W9tQAE,The footbath is not completely drained.,Vishwantha Gandloju,Manicure and Pedicure;The footbath is not completely drained.,The footbath is not completely drained.;Manicure and Pedicure
0dtbZ00000032FKQAY,0Z4bZ0000000I1nSAE,Manicure and Pedicure,0eubZ0000000W9uQAE,"The footbath basin is not washed with detergent and water, brushed to remove dirt, and rinsed with water.",Vishwantha Gandloju,"Manicure and Pedicure;The footbath basin is not washed with detergent and water, brushed to remove dirt, and rinsed with water.","The footbath basin is not washed with detergent and water, brushed to remove dirt, and rinsed with water.;Manicure and Pedicure"
0dtbZ00000032FLQAY,0Z4bZ0000000I1nSAE,Manicure and Pedicure,0eubZ0000000W9vQAE,The footbath is not refilled with lukewarm water above the jets.,Vishwantha Gandloju,Manicure and Pedicure;The footbath is not refilled with lukewarm water above the jets.,The footbath is not refilled with lukewarm water above the jets.;Manicure and Pedicure
0dtbZ00000032FMQAY,0Z4bZ0000000I1nSAE,Manicure and Pedicure,0eubZ0000000W9wQAE,An approved disinfectant is not added to the water in the footbath (follow manufacturers instructions for use).,Vishwantha Gandloju,Manicure and Pedicure;An approved disinfectant is not added to the water in the footbath (follow manufacturers instructions for use).,An approved disinfectant is not added to the water in the footbath (follow manufacturers instructions for use).;Manicure and Pedicure
0dtbZ00000032FNQAY,0Z4bZ0000000I1nSAE,Manicure and Pedicure,0eubZ0000000W9xQAE,Jets are not activated and flushed for at least 10 minutes.,Vishwantha Gandloju,Manicure and Pedicure;Jets are not activated and flushed for at least 10 minutes.,Jets are not activated and flushed for at least 10 minutes.;Manicure and Pedicure
0dtbZ00000032FOQAY,0Z4bZ0000000I1nSAE,Manicure and Pedicure,0eubZ0000000W9yQAE,The footbath is not drained and wiped dry.,Vishwantha Gandloju,Manicure and Pedicure;The footbath is not drained and wiped dry.,The footbath is not drained and wiped dry.;Manicure and Pedicure
0dtbZ00000032FPQAY,0Z4bZ0000000I1nSAE,Manicure and Pedicure,0eubZ0000000W9zQAE,"At end of the day, the screen and drain plug are not removed from the footbath. Items are not cleaned with detergent and brush and soaked in an approved disinfectant. The screen and drain plug are not replaced.",Vishwantha Gandloju,"Manicure and Pedicure;At end of the day, the screen and drain plug are not removed from the footbath. Items are not cleaned with detergent and brush and soaked in an approved disinfectant. The screen and drain plug are not replaced.","At end of the day, the screen and drain plug are not removed from the footbath. Items are not cleaned with detergent and brush and soaked in an approved disinfectant. The screen and drain plug are not replaced.;Manicure and Pedicure"
0dtbZ00000032FQQAY,0Z4bZ0000000I1oSAE,Laser,0eubZ0000000WA0QAM,Laser is not located in a separate room with a closeable door.,Vishwantha Gandloju,Laser;Laser is not located in a separate room with a closeable door.,Laser is not located in a separate room with a closeable door.;Laser
0dtbZ00000032FRQAY,0Z4bZ0000000I1oSAE,Laser,0eubZ0000000WA1QAM,Laser warning signs are not posted in a visible location and/or do not contain necessary information.,Vishwantha Gandloju,Laser;Laser warning signs are not posted in a visible location and/or do not contain necessary information.,Laser warning signs are not posted in a visible location and/or do not contain necessary information.;Laser
0dtbZ00000032FSQAY,0Z4bZ0000000I1oSAE,Laser,0eubZ0000000WA2QAM,"Reflective items (e.g. jewelry, mirrors) are present in the treatment area.",Vishwantha Gandloju,"Laser;Reflective items (e.g. jewelry, mirrors) are present in the treatment area.","Reflective items (e.g. jewelry, mirrors) are present in the treatment area.;Laser"
0dtbZ00000032FTQAY,0Z4bZ0000000I1oSAE,Laser,0eubZ0000000WA3QAM,Transparent windows and openings are not covered.,Vishwantha Gandloju,Laser;Transparent windows and openings are not covered.,Transparent windows and openings are not covered.;Laser
0dtbZ00000032FUQAY,0Z4bZ0000000I1oSAE,Laser,0eubZ0000000WA4QAM,Air evacuation or filtering is inadequate when a Class 4 laser is used.,Vishwantha Gandloju,Laser;Air evacuation or filtering is inadequate when a Class 4 laser is used.,Air evacuation or filtering is inadequate when a Class 4 laser is used.;Laser
0dtbZ00000032FVQAY,0Z4bZ0000000I1oSAE,Laser,0eubZ0000000WA5QAM,Protective eyewear is not worn by operator and/or client when the laser is on.,Vishwantha Gandloju,Laser;Protective eyewear is not worn by operator and/or client when the laser is on.,Protective eyewear is not worn by operator and/or client when the laser is on.;Laser
0dtbZ00000032FWQAY,0Z4bZ0000000I1oSAE,Laser,0eubZ0000000WA6QAM,Protective eyewear is not labelled with the same wavelength as the laser and an OD (optical density) of 5 or higher.,Vishwantha Gandloju,Laser;Protective eyewear is not labelled with the same wavelength as the laser and an OD (optical density) of 5 or higher.,Protective eyewear is not labelled with the same wavelength as the laser and an OD (optical density) of 5 or higher.;Laser
0dtbZ00000032FXQAY,0Z4bZ0000000I1oSAE,Laser,0eubZ0000000WA7QAM,An emergency shut off switch is not available to the operator.,Vishwantha Gandloju,Laser;An emergency shut off switch is not available to the operator.,An emergency shut off switch is not available to the operator.;Laser
0dtbZ00000032FYQAY,0Z4bZ0000000I1oSAE,Laser,0eubZ0000000WA8QAM,The laser is not disabled when not in use.,Vishwantha Gandloju,Laser;The laser is not disabled when not in use.,The laser is not disabled when not in use.;Laser
0dtbZ00000032FZQAY,0Z4bZ0000000I1oSAE,Laser,0eubZ0000000WA9QAM,The switch that controls patient exposure is not guarded.,Vishwantha Gandloju,Laser;The switch that controls patient exposure is not guarded.,The switch that controls patient exposure is not guarded.;Laser
0dtbZ00000032FaQAI,0Z4bZ0000000I1oSAE,Laser,0eubZ0000000WAAQA2,The operator has not received laser safety training.,Vishwantha Gandloju,Laser;The operator has not received laser safety training.,The operator has not received laser safety training.;Laser
0dtbZ00000032FbQAI,0Z4bZ0000000I1oSAE,Laser,0eubZ0000000WABQA2,The operator is not following operating procedures.,Vishwantha Gandloju,Laser;The operator is not following operating procedures.,The operator is not following operating procedures.;Laser
0dtbZ00000032FcQAI,0Z4bZ0000000I1oSAE,Laser,0eubZ0000000WACQA2,Unauthorized persons are permitted to operate laser equipment.,Vishwantha Gandloju,Laser;Unauthorized persons are permitted to operate laser equipment.,Unauthorized persons are permitted to operate laser equipment.;Laser
0dtbZ00000032GbQAI,0Z4bZ0000000I1lSAE,Tanning,0eubZ0000000W6LQAU,Protective eyewear is adequately maintained.,Vishwantha Gandloju,Tanning;Protective eyewear is adequately maintained.,Protective eyewear is adequately maintained.;Tanning
0dtbZ00000032GcQAI,0Z4bZ0000000I1lSAE,Tanning,0eubZ0000000W6MQAU,Appropriate tanning signage is available and posted.,Vishwantha Gandloju,Tanning;Appropriate tanning signage is available and posted.,Appropriate tanning signage is available and posted.;Tanning
0dtbZ00000032GdQAI,0Z4bZ0000000I1lSAE,Tanning,0eubZ0000000W6NQAU,Operator provides clients with adequate instructions and information on the use of equipment.,Vishwantha Gandloju,Tanning;Operator provides clients with adequate instructions and information on the use of equipment.,Operator provides clients with adequate instructions and information on the use of equipment.;Tanning
0dtbZ00000032GeQAI,0Z4bZ0000000I1lSAE,Tanning,0eubZ0000000W6OQAU,The operator prohibits minors from using tanning facilities.,Vishwantha Gandloju,Tanning;The operator prohibits minors from using tanning facilities.,The operator prohibits minors from using tanning facilities.;Tanning
0dtbZ00000032GfQAI,0Z4bZ0000000I1mSAE,Tattoo & Body Piercing,0eubZ0000000W6PQAU,"Invasive instruments are adequately cleaned, sterilized and maintained.",Vishwantha Gandloju,"Tattoo & Body Piercing;Invasive instruments are adequately cleaned, sterilized and maintained.","Invasive instruments are adequately cleaned, sterilized and maintained.;Tattoo & Body Piercing"
0dtbZ00000032GgQAI,0Z4bZ0000000I1mSAE,Tattoo & Body Piercing,0eubZ0000000W6QQAU,The operator requires written consent and/or proper identification.,Vishwantha Gandloju,Tattoo & Body Piercing;The operator requires written consent and/or proper identification.,The operator requires written consent and/or proper identification.;Tattoo & Body Piercing
0dtbZ00000032GhQAI,0Z4bZ0000000I1nSAE,Manicure and Pedicure,0eubZ0000000W7xQAE,Footbaths are adequately cleaned and disinfected.,Vishwantha Gandloju,Manicure and Pedicure;Footbaths are adequately cleaned and disinfected.,Footbaths are adequately cleaned and disinfected.;Manicure and Pedicure
0dtbZ00000032GiQAI,0Z4bZ0000000I1oSAE,Laser,0eubZ0000000W6RQAU,The laser treatment controlled area is properly maintained and operated.,Vishwantha Gandloju,Laser;The laser treatment controlled area is properly maintained and operated.,The laser treatment controlled area is properly maintained and operated.;Laser
0dtbZ00000032GjQAI,0Z4bZ0000000I1oSAE,Laser,0eubZ0000000W6SQAU,Protective eyewear is adequate for the client and operator.,Vishwantha Gandloju,Laser;Protective eyewear is adequate for the client and operator.,Protective eyewear is adequate for the client and operator.;Laser
0dtbZ00000032GkQAI,0Z4bZ0000000I1oSAE,Laser,0eubZ0000000W6TQAU,The laser device is properly maintained and operated.,Vishwantha Gandloju,Laser;The laser device is properly maintained and operated.,The laser device is properly maintained and operated.;Laser
0dtbZ00000032GlQAI,0Z4bZ0000000I1oSAE,Laser,0eubZ0000000W6UQAU,The operator and/or staff have adequate training.,Vishwantha Gandloju,Laser;The operator and/or staff have adequate training.,The operator and/or staff have adequate training.;Laser
0dtbZ00000032GmQAI,0Z4bZ0000000I1tSAE,Menu Warning Requirement,0eubZ0000000W6VQAU,The required public health warning by the Medical Health Officer is displayed on a display card at the table or in the menu.,Vishwantha Gandloju,Menu Warning Requirement;The required public health warning by the Medical Health Officer is displayed on a display card at the table or in the menu.,The required public health warning by the Medical Health Officer is displayed on a display card at the table or in the menu.;Menu Warning Requirement
0dtbZ00000032GnQAI,0Z4bZ0000000I1rSAE,Shellfish Food Protection,0eubZ0000000W6WQAU,"Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.",Vishwantha Gandloju,"Shellfish Food Protection;Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.","Raw oysters/raw shellfish are stored, displayed and prepared in a manner that keeps it safe to eat.;Shellfish Food Protection"
0dtbZ00000032GoQAI,0Z4bZ0000000I1sSAE,Shellfish Food Safety Management,0eubZ0000000W6XQAU,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,Vishwantha Gandloju,Shellfish Food Safety Management;Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.;Shellfish Food Safety Management
0dtbZ00000032GpQAI,0Z4bZ0000000I1qSAE,Construction of Mobile Food Premises,0eubZ0000000W6YQAU,"The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.",Vishwantha Gandloju,"Construction of Mobile Food Premises;The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.","The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.;Construction of Mobile Food Premises"
0dtbZ00000032GqQAI,0Z4bZ0000000I1qSAE,Construction of Mobile Food Premises,0eubZ0000000W6ZQAU,"The mobile food premises unit is a self-contained, moveable structure.",Vishwantha Gandloju,"Construction of Mobile Food Premises;The mobile food premises unit is a self-contained, moveable structure.","The mobile food premises unit is a self-contained, moveable structure.;Construction of Mobile Food Premises"
0dtbZ00000032GrQAI,0Z4bZ0000000I1qSAE,Construction of Mobile Food Premises,0eubZ0000000W6aQAE,The services conducted on the mobile food premises unit reflect its type and capacity.,Vishwantha Gandloju,Construction of Mobile Food Premises;The services conducted on the mobile food premises unit reflect its type and capacity.,The services conducted on the mobile food premises unit reflect its type and capacity.;Construction of Mobile Food Premises
0dtbZ00000032GsQAI,0Z4bZ0000000I1pSAE,Permit to Operate Mobile Food Service,0eubZ0000000W6bQAE,The base of operations meets the requirements of the Mobile Food Premises Guidelines.,Vishwantha Gandloju,Permit to Operate Mobile Food Service;The base of operations meets the requirements of the Mobile Food Premises Guidelines.,The base of operations meets the requirements of the Mobile Food Premises Guidelines.;Permit to Operate Mobile Food Service
0dtbZ00000032GtQAI,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000W6cQAE,Proper curing procedures are followed.,Vishwantha Gandloju,RTE Meat Food Sources and Protection;Proper curing procedures are followed.,Proper curing procedures are followed.;RTE Meat Food Sources and Protection
0dtbZ00000032GuQAI,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000W6dQAE,Proper cooking and curing procedures are followed.,Vishwantha Gandloju,RTE Meat Food Sources and Protection;Proper cooking and curing procedures are followed.,Proper cooking and curing procedures are followed.;RTE Meat Food Sources and Protection
0dtbZ00000032GvQAI,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000W6eQAE,Proper fermentation procedures are followed.,Vishwantha Gandloju,RTE Meat Food Sources and Protection;Proper fermentation procedures are followed.,Proper fermentation procedures are followed.;RTE Meat Food Sources and Protection
0dtbZ00000032GwQAI,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000W6fQAE,Proper drying procedures are followed.,Vishwantha Gandloju,RTE Meat Food Sources and Protection;Proper drying procedures are followed.,Proper drying procedures are followed.;RTE Meat Food Sources and Protection
0dtbZ00000032GxQAI,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000W6gQAE,Proper procedures are in place for meat products that are intended to be consumed raw.,Vishwantha Gandloju,RTE Meat Food Sources and Protection;Proper procedures are in place for meat products that are intended to be consumed raw.,Proper procedures are in place for meat products that are intended to be consumed raw.;RTE Meat Food Sources and Protection
0dtbZ00000032GyQAI,0Z4bZ0000000I1uSAE,RTE Meat Food Sources and Protection,0eubZ0000000W6hQAE,Approved trichinella control method is in place for pork/at risk species.,Vishwantha Gandloju,RTE Meat Food Sources and Protection;Approved trichinella control method is in place for pork/at risk species.,Approved trichinella control method is in place for pork/at risk species.;RTE Meat Food Sources and Protection
