Id,AssessmentIndDefinitionId,AssessmentIndDefinition.Name,AssessmentIndDefinition.Category__c,RegulatoryCodeId,RegulatoryCode.Name,CreatedBy.Name,$$AssessmentIndDefinition.Name$AssessmentIndDefinition.Category__c$RegulatoryCode.Name,AssessmentIndDefinition.$$Name$Category__c,RegulatoryCode.$$Name$RegulatoryAuthority.Name
0fMbZ0000000JR5UAM,0eubZ0000000WASQA2,"Raw oysters and/or fresh shellfish are not stored, displayed or transported at a temperature of 4°C or below and transported in melted ice water.",Shellfish Food Protection,0fCbZ0000000GSzUAM,Raw Shellfish Guidelines,Vishwantha Gandloju,"Raw oysters and/or fresh shellfish are not stored, displayed or transported at a temperature of 4°C or below and transported in melted ice water.;Shellfish Food Protection;Raw Shellfish Guidelines","Raw oysters and/or fresh shellfish are not stored, displayed or transported at a temperature of 4°C or below and transported in melted ice water.;Shellfish Food Protection",Raw Shellfish Guidelines;BCCDC
0fMbZ0000000JR6UAM,0eubZ0000000WATQA2,Fresh raw oysters are stored in melted ice water.,Shellfish Food Protection,0fCbZ0000000GSzUAM,Raw Shellfish Guidelines,Vishwantha Gandloju,Fresh raw oysters are stored in melted ice water.;Shellfish Food Protection;Raw Shellfish Guidelines,Fresh raw oysters are stored in melted ice water.;Shellfish Food Protection,Raw Shellfish Guidelines;BCCDC
0fMbZ0000000JR7UAM,0eubZ0000000WAUQA2,Raw oysters are not served on ice.,Shellfish Food Protection,0fCbZ0000000GSzUAM,Raw Shellfish Guidelines,Vishwantha Gandloju,Raw oysters are not served on ice.;Shellfish Food Protection;Raw Shellfish Guidelines,Raw oysters are not served on ice.;Shellfish Food Protection,Raw Shellfish Guidelines;BCCDC
0fMbZ0000000JR8UAM,0eubZ0000000WAVQA2,Unable to verify if fresh shellfish are alive.,Shellfish Food Protection,0fCbZ0000000GSzUAM,Raw Shellfish Guidelines,Vishwantha Gandloju,Unable to verify if fresh shellfish are alive.;Shellfish Food Protection;Raw Shellfish Guidelines,Unable to verify if fresh shellfish are alive.;Shellfish Food Protection,Raw Shellfish Guidelines;BCCDC
0fMbZ0000000JR9UAM,0eubZ0000000WAWQA2,Fresh shellfish on display are not overtopped with ice.,Shellfish Food Protection,0fCbZ0000000GSzUAM,Raw Shellfish Guidelines,Vishwantha Gandloju,Fresh shellfish on display are not overtopped with ice.;Shellfish Food Protection;Raw Shellfish Guidelines,Fresh shellfish on display are not overtopped with ice.;Shellfish Food Protection,Raw Shellfish Guidelines;BCCDC
0fMbZ0000000JRAUA2,0eubZ0000000WAXQA2,Shellfish have spent more than two hours outside of refrigerated control before service to customer.,Shellfish Food Protection,0fCbZ0000000GSzUAM,Raw Shellfish Guidelines,Vishwantha Gandloju,Shellfish have spent more than two hours outside of refrigerated control before service to customer.;Shellfish Food Protection;Raw Shellfish Guidelines,Shellfish have spent more than two hours outside of refrigerated control before service to customer.;Shellfish Food Protection,Raw Shellfish Guidelines;BCCDC
0fMbZ0000000JRBUA2,0eubZ0000000WAYQA2,Improper procedures are used for cleaning and sanitizing re-used shellfish shells.,Shellfish Food Protection,0fCbZ0000000GSzUAM,Raw Shellfish Guidelines,Vishwantha Gandloju,Improper procedures are used for cleaning and sanitizing re-used shellfish shells.;Shellfish Food Protection;Raw Shellfish Guidelines,Improper procedures are used for cleaning and sanitizing re-used shellfish shells.;Shellfish Food Protection,Raw Shellfish Guidelines;BCCDC
0fMbZ0000000JRCUA2,0eubZ0000000WAZQA2,Raw oyster food safety plan is insufficient or not in place.,Shellfish Food Safety Management,0fCbZ0000000GSzUAM,Raw Shellfish Guidelines,Vishwantha Gandloju,Raw oyster food safety plan is insufficient or not in place.;Shellfish Food Safety Management;Raw Shellfish Guidelines,Raw oyster food safety plan is insufficient or not in place.;Shellfish Food Safety Management,Raw Shellfish Guidelines;BCCDC
0fMbZ0000000JRDUA2,0eubZ0000000WAaQAM,Raw oyster procedures in the food safety plan are not being followed.,Shellfish Food Safety Management,0fCbZ0000000GSzUAM,Raw Shellfish Guidelines,Vishwantha Gandloju,Raw oyster procedures in the food safety plan are not being followed.;Shellfish Food Safety Management;Raw Shellfish Guidelines,Raw oyster procedures in the food safety plan are not being followed.;Shellfish Food Safety Management,Raw Shellfish Guidelines;BCCDC
0fMbZ0000000JREUA2,0eubZ0000000WAbQAM,The receiving and/or tracking logs for deliveries do not contain sufficient information.,Shellfish Food Safety Management,0fCbZ0000000GSzUAM,Raw Shellfish Guidelines,Vishwantha Gandloju,The receiving and/or tracking logs for deliveries do not contain sufficient information.;Shellfish Food Safety Management;Raw Shellfish Guidelines,The receiving and/or tracking logs for deliveries do not contain sufficient information.;Shellfish Food Safety Management,Raw Shellfish Guidelines;BCCDC
0fMbZ0000000JRFUA2,0eubZ0000000WAcQAM,Harvest tags are not available.,Shellfish Food Safety Management,0fCbZ0000000GSzUAM,Raw Shellfish Guidelines,Vishwantha Gandloju,Harvest tags are not available.;Shellfish Food Safety Management;Raw Shellfish Guidelines,Harvest tags are not available.;Shellfish Food Safety Management,Raw Shellfish Guidelines;BCCDC
0fMbZ0000000JRGUA2,0eubZ0000000WAdQAM,Harvest tags record management lacks information to determine date range of the tags by date used/served.,Shellfish Food Safety Management,0fCbZ0000000GSzUAM,Raw Shellfish Guidelines,Vishwantha Gandloju,Harvest tags record management lacks information to determine date range of the tags by date used/served.;Shellfish Food Safety Management;Raw Shellfish Guidelines,Harvest tags record management lacks information to determine date range of the tags by date used/served.;Shellfish Food Safety Management,Raw Shellfish Guidelines;BCCDC
0fMbZ0000000JRHUA2,0eubZ0000000WAeQAM,Harvest tags are not retained in the restaurant for a minimum of 90 days.,Shellfish Food Safety Management,0fCbZ0000000GSzUAM,Raw Shellfish Guidelines,Vishwantha Gandloju,Harvest tags are not retained in the restaurant for a minimum of 90 days.;Shellfish Food Safety Management;Raw Shellfish Guidelines,Harvest tags are not retained in the restaurant for a minimum of 90 days.;Shellfish Food Safety Management,Raw Shellfish Guidelines;BCCDC
0fMbZ0000000JRIUA2,0eubZ0000000WAfQAM,Supplier invoices are not available.,Shellfish Food Safety Management,0fCbZ0000000GSzUAM,Raw Shellfish Guidelines,Vishwantha Gandloju,Supplier invoices are not available.;Shellfish Food Safety Management;Raw Shellfish Guidelines,Supplier invoices are not available.;Shellfish Food Safety Management,Raw Shellfish Guidelines;BCCDC
0fMbZ0000000JRJUA2,0eubZ0000000WAgQAM,Raw shellfish illness/complaint log is not available for review.,Shellfish Food Safety Management,0fCbZ0000000GSzUAM,Raw Shellfish Guidelines,Vishwantha Gandloju,Raw shellfish illness/complaint log is not available for review.;Shellfish Food Safety Management;Raw Shellfish Guidelines,Raw shellfish illness/complaint log is not available for review.;Shellfish Food Safety Management,Raw Shellfish Guidelines;BCCDC
0fMbZ0000000JRKUA2,0eubZ0000000WAhQAM,A Public Health warning is not placed on display card at the table or in the menu.,Menu Warning Requirement,0fCbZ0000000GT0UAM,Raw Oysters Guidelines,Vishwantha Gandloju,A Public Health warning is not placed on display card at the table or in the menu.;Menu Warning Requirement;Raw Oysters Guidelines,A Public Health warning is not placed on display card at the table or in the menu.;Menu Warning Requirement,Raw Oysters Guidelines;BCCDC
0fMbZ0000000JRLUA2,0eubZ0000000WAiQAM,Warning statements does not state: The consumption of RAW oysters poses an increased risk of foodborne illness. A cooking step is needed to eliminate potential bacterial or viral contamination.,Menu Warning Requirement,0fCbZ0000000GT0UAM,Raw Oysters Guidelines,Vishwantha Gandloju,Warning statements does not state: The consumption of RAW oysters poses an increased risk of foodborne illness. A cooking step is needed to eliminate potential bacterial or viral contamination.;Menu Warning Requirement;Raw Oysters Guidelines,Warning statements does not state: The consumption of RAW oysters poses an increased risk of foodborne illness. A cooking step is needed to eliminate potential bacterial or viral contamination.;Menu Warning Requirement,Raw Oysters Guidelines;BCCDC
0fMbZ0000000JRNUA2,0eubZ0000000W6aQAE,The services conducted on the mobile food premises unit reflect its type and capacity.,Construction of Mobile Food Premises,0fCbZ0000000GSzUAM,Raw Shellfish Guidelines,Vishwantha Gandloju,The services conducted on the mobile food premises unit reflect its type and capacity.;Construction of Mobile Food Premises;Raw Shellfish Guidelines,The services conducted on the mobile food premises unit reflect its type and capacity.;Construction of Mobile Food Premises,Raw Shellfish Guidelines;BCCDC
0fMbZ0000000JROUA2,0eubZ0000000W6XQAU,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.,Shellfish Food Safety Management,0fCbZ0000000GSzUAM,Raw Shellfish Guidelines,Vishwantha Gandloju,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.;Shellfish Food Safety Management;Raw Shellfish Guidelines,Food safety plan and records for raw oyster/raw shellfish service are kept and are able to provide accurate information upon request during an investigation.;Shellfish Food Safety Management,Raw Shellfish Guidelines;BCCDC
0fMbZ0000000JRPUA2,0eubZ0000000W6bQAE,The base of operations meets the requirements of the Mobile Food Premises Guidelines.,Permit to Operate Mobile Food Service,0fCbZ0000000GT3UAM,Operational Requirements,Vishwantha Gandloju,The base of operations meets the requirements of the Mobile Food Premises Guidelines.;Permit to Operate Mobile Food Service;Operational Requirements,The base of operations meets the requirements of the Mobile Food Premises Guidelines.;Permit to Operate Mobile Food Service,Operational Requirements;BCCDC
0fMbZ0000000JRQUA2,0eubZ0000000W6YQAU,"The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.",Construction of Mobile Food Premises,0fCbZ0000000GT2UAM,Physical Requirements,Vishwantha Gandloju,"The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.;Construction of Mobile Food Premises;Physical Requirements","The mobile food premises unit, equipment, and utensils are designed and maintained to ensure safe and sanitary food handling.;Construction of Mobile Food Premises",Physical Requirements;BCCDC
0fMbZ0000000JRRUA2,0eubZ0000000W6ZQAU,"The mobile food premises unit is a self-contained, moveable structure.",Construction of Mobile Food Premises,0fCbZ0000000GT2UAM,Physical Requirements,Vishwantha Gandloju,"The mobile food premises unit is a self-contained, moveable structure.;Construction of Mobile Food Premises;Physical Requirements","The mobile food premises unit is a self-contained, moveable structure.;Construction of Mobile Food Premises",Physical Requirements;BCCDC
0fMbZ0000000JRSUA2,0eubZ0000000W6aQAE,The services conducted on the mobile food premises unit reflect its type and capacity.,Construction of Mobile Food Premises,0fCbZ0000000GT2UAM,Physical Requirements,Vishwantha Gandloju,The services conducted on the mobile food premises unit reflect its type and capacity.;Construction of Mobile Food Premises;Physical Requirements,The services conducted on the mobile food premises unit reflect its type and capacity.;Construction of Mobile Food Premises,Physical Requirements;BCCDC
0fMbZ0000000JRTUA2,0eubZ0000000W6cQAE,Proper curing procedures are followed.,RTE Meat Food Sources and Protection,0fCbZ0000000GTkUAM,Chapter 4,Vishwantha Gandloju,Proper curing procedures are followed.;RTE Meat Food Sources and Protection;Chapter 4,Proper curing procedures are followed.;RTE Meat Food Sources and Protection,Chapter 4;Canadian Food Inspection Agency
0fMbZ0000000JRUUA2,0eubZ0000000W6dQAE,Proper cooking and curing procedures are followed.,RTE Meat Food Sources and Protection,0fCbZ0000000GTkUAM,Chapter 4,Vishwantha Gandloju,Proper cooking and curing procedures are followed.;RTE Meat Food Sources and Protection;Chapter 4,Proper cooking and curing procedures are followed.;RTE Meat Food Sources and Protection,Chapter 4;Canadian Food Inspection Agency
0fMbZ0000000JRVUA2,0eubZ0000000W6eQAE,Proper fermentation procedures are followed.,RTE Meat Food Sources and Protection,0fCbZ0000000GTkUAM,Chapter 4,Vishwantha Gandloju,Proper fermentation procedures are followed.;RTE Meat Food Sources and Protection;Chapter 4,Proper fermentation procedures are followed.;RTE Meat Food Sources and Protection,Chapter 4;Canadian Food Inspection Agency
0fMbZ0000000JRWUA2,0eubZ0000000W6fQAE,Proper drying procedures are followed.,RTE Meat Food Sources and Protection,0fCbZ0000000GTkUAM,Chapter 4,Vishwantha Gandloju,Proper drying procedures are followed.;RTE Meat Food Sources and Protection;Chapter 4,Proper drying procedures are followed.;RTE Meat Food Sources and Protection,Chapter 4;Canadian Food Inspection Agency
0fMbZ0000000JRXUA2,0eubZ0000000W6gQAE,Proper procedures are in place for meat products that are intended to be consumed raw.,RTE Meat Food Sources and Protection,0fCbZ0000000GTkUAM,Chapter 4,Vishwantha Gandloju,Proper procedures are in place for meat products that are intended to be consumed raw.;RTE Meat Food Sources and Protection;Chapter 4,Proper procedures are in place for meat products that are intended to be consumed raw.;RTE Meat Food Sources and Protection,Chapter 4;Canadian Food Inspection Agency
0fMbZ0000000JRYUA2,0eubZ0000000W6hQAE,Approved trichinella control method is in place for pork/at risk species.,RTE Meat Food Sources and Protection,0fCbZ0000000GTkUAM,Chapter 4,Vishwantha Gandloju,Approved trichinella control method is in place for pork/at risk species.;RTE Meat Food Sources and Protection;Chapter 4,Approved trichinella control method is in place for pork/at risk species.;RTE Meat Food Sources and Protection,Chapter 4;Canadian Food Inspection Agency
0fMbZ0000000JXJUA2,0eubZ0000000W6VQAU,The required public health warning by the Medical Health Officer is displayed on a display card at the table or in the menu.,Menu Warning Requirement,0fCbZ0000000GT0UAM,Raw Oysters Guidelines,Vishwantha Gandloju,The required public health warning by the Medical Health Officer is displayed on a display card at the table or in the menu.;Menu Warning Requirement;Raw Oysters Guidelines,The required public health warning by the Medical Health Officer is displayed on a display card at the table or in the menu.;Menu Warning Requirement,Raw Oysters Guidelines;BCCDC
